"Date Printed: Monday, April 13, 2026 3:00:04 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2024 and 2025 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Small numbers and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category are adjusted for missing information. See Technical notes for more details on data availability and stratifications.
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"HIV diagnoses","2010","Wisconsin","55","203","8.7"
"HIV diagnoses","2010","Wyoming","56","16","6.8"
"HIV diagnoses","2009","Alabama","01","522","27.9"
"HIV diagnoses","2009","Alaska","02","12","4.1"
"HIV diagnoses","2009","Arizona","04","561","21.1"
"HIV diagnoses","2009","Arkansas","05","213","18.5"
"HIV diagnoses","2009","California","06","4,744","31.6"
"HIV diagnoses","2009","Colorado","08","327","15.8"
"HIV diagnoses","2009","Connecticut","09","253","17.7"
"HIV diagnoses","2009","Delaware","10","110","31.1"
"HIV diagnoses","2009","District of Columbia","11","573","238.7"
"HIV diagnoses","2009","Florida","12","3,652","47.9"
"HIV diagnoses","2009","Georgia","13","2,192","56.7"
"HIV diagnoses","2009","Hawaii","15","70","12.9"
"HIV diagnoses","2009","Idaho","16","42","6.8"
"HIV diagnoses","2009","Illinois","17","1,336","25.7"
"HIV diagnoses","2009","Indiana","18","358","13.9"
"HIV diagnoses","2009","Iowa","19","101","8.3"
"HIV diagnoses","2009","Kansas","20","111","9.8"
"HIV diagnoses","2009","Kentucky","21","276","15.8"
"HIV diagnoses","2009","Louisiana","22","781","44.1"
"HIV diagnoses","2009","Maine","23","42","7.7"
"HIV diagnoses","2009","Maryland","24","1,099","48.4"
"HIV diagnoses","2009","Massachusetts","25","518","19.3"
"HIV diagnoses","2009","Michigan","26","637","15.7"
"HIV diagnoses","2009","Minnesota","27","303","14.0"
"HIV diagnoses","2009","Mississippi","28","345","30.1"
"HIV diagnoses","2009","Missouri","29","426","17.7"
"HIV diagnoses","2009","Montana","30","27","6.6"
"HIV diagnoses","2009","Nebraska","31","71","9.8"
"HIV diagnoses","2009","Nevada","32","305","28.0"
"HIV diagnoses","2009","New Hampshire","33","29","5.3"
"HIV diagnoses","2009","New Jersey","34","969","27.5"
"HIV diagnoses","2009","New Mexico","35","133","16.5"
"HIV diagnoses","2009","New York","36","3,051","38.6"
"HIV diagnoses","2009","North Carolina","37","1,156","30.9"
"HIV diagnoses","2009","North Dakota","38","11","4.0"
"HIV diagnoses","2009","Ohio","39","810","17.4"
"HIV diagnoses","2009","Oklahoma","40","245","16.6"
"HIV diagnoses","2009","Oregon","41","223","14.1"
"HIV diagnoses","2009","Pennsylvania","42","1,204","23.4"
"HIV diagnoses","2009","Rhode Island","44","93","21.6"
"HIV diagnoses","2009","South Carolina","45","578","31.7"
"HIV diagnoses","2009","South Dakota","46","16","4.8"
"HIV diagnoses","2009","Tennessee","47","675","26.8"
"HIV diagnoses","2009","Texas","48","3,369","34.5"
"HIV diagnoses","2009","Utah","49","108","10.2"
"HIV diagnoses","2009","Vermont","50","13","5.0"
"HIV diagnoses","2009","Virginia","51","748","23.4"
"HIV diagnoses","2009","Washington","53","438","15.9"
"HIV diagnoses","2009","West Virginia","54","57","7.6"
"HIV diagnoses","2009","Wisconsin","55","215","9.2"
"HIV diagnoses","2009","Wyoming","56","16","7.0"
"HIV diagnoses","2008","Alabama","01","487","26.3"
"HIV diagnoses","2008","Alaska","02","31","10.6"
"HIV diagnoses","2008","Arizona","04","597","22.8"
"HIV diagnoses","2008","Arkansas","05","180","15.7"
"HIV diagnoses","2008","California","06","4,946","33.3"
"HIV diagnoses","2008","Colorado","08","360","17.7"
"HIV diagnoses","2008","Connecticut","09","241","17.0"
"HIV diagnoses","2008","Delaware","10","105","30.0"
"HIV diagnoses","2008","District of Columbia","11","714","302.1"
"HIV diagnoses","2008","Florida","12","4,093","54.1"
"HIV diagnoses","2008","Georgia","13","2,322","60.9"
"HIV diagnoses","2008","Hawaii","15","71","13.1"
"HIV diagnoses","2008","Idaho","16","41","6.7"
"HIV diagnoses","2008","Illinois","17","1,338","25.9"
"HIV diagnoses","2008","Indiana","18","365","14.2"
"HIV diagnoses","2008","Iowa","19","78","6.4"
"HIV diagnoses","2008","Kansas","20","115","10.2"
"HIV diagnoses","2008","Kentucky","21","295","17.1"
"HIV diagnoses","2008","Louisiana","22","696","39.7"
"HIV diagnoses","2008","Maine","23","37","6.8"
"HIV diagnoses","2008","Maryland","24","1,293","57.4"
"HIV diagnoses","2008","Massachusetts","25","531","19.9"
"HIV diagnoses","2008","Michigan","26","598","14.7"
"HIV diagnoses","2008","Minnesota","27","243","11.4"
"HIV diagnoses","2008","Mississippi","28","346","30.3"
"HIV diagnoses","2008","Missouri","29","439","18.4"
"HIV diagnoses","2008","Montana","30","16","3.9"
"HIV diagnoses","2008","Nebraska","31","69","9.6"
"HIV diagnoses","2008","Nevada","32","326","30.3"
"HIV diagnoses","2008","New Hampshire","33","33","6.0"
"HIV diagnoses","2008","New Jersey","34","964","27.6"
"HIV diagnoses","2008","New Mexico","35","135","17.0"
"HIV diagnoses","2008","New York","36","3,273","41.7"
"HIV diagnoses","2008","North Carolina","37","1,257","34.1"
"HIV diagnoses","2008","North Dakota","38","12","4.4"
"HIV diagnoses","2008","Ohio","39","832","18.0"
"HIV diagnoses","2008","Oklahoma","40","237","16.2"
"HIV diagnoses","2008","Oregon","41","240","15.4"
"HIV diagnoses","2008","Pennsylvania","42","1,237","24.2"
"HIV diagnoses","2008","Rhode Island","44","79","18.4"
"HIV diagnoses","2008","South Carolina","45","493","27.4"
"HIV diagnoses","2008","South Dakota","46","22","6.7"
"HIV diagnoses","2008","Tennessee","47","726","29.1"
"HIV diagnoses","2008","Texas","48","3,217","33.6"
"HIV diagnoses","2008","Utah","49","113","10.8"
"HIV diagnoses","2008","Vermont","50","14","5.4"
"HIV diagnoses","2008","Virginia","51","797","25.2"
"HIV diagnoses","2008","Washington","53","425","15.7"
"HIV diagnoses","2008","West Virginia","54","67","8.9"
"HIV diagnoses","2008","Wisconsin","55","186","8.0"
"HIV diagnoses","2008","Wyoming","56","16","7.2"
