"Date Printed: Monday, April 13, 2026 2:51:16 PM"
Title: "Primary and Secondary Syphilis | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Male | All age groups""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Primary and Secondary Syphilis","2011","Arkansas","05","106","7.3"
"Primary and Secondary Syphilis","2011","California","06","2,327","12.4"
"Primary and Secondary Syphilis","2011","Colorado","08","129","5.0"
"Primary and Secondary Syphilis","2011","Connecticut","09","60","3.4"
"Primary and Secondary Syphilis","2011","Delaware","10","26","5.9"
"Primary and Secondary Syphilis","2011","District of Columbia","11","158","53.9"
"Primary and Secondary Syphilis","2011","Florida","12","1,123","12.1"
"Primary and Secondary Syphilis","2011","Georgia","13","620","13.0"
"Primary and Secondary Syphilis","2011","Hawaii","15","14","2.0"
"Primary and Secondary Syphilis","2011","Idaho","16","12","1.5"
"Primary and Secondary Syphilis","2011","Illinois","17","800","12.7"
"Primary and Secondary Syphilis","2011","Indiana","18","160","5.0"
"Primary and Secondary Syphilis","2011","Iowa","19","15","1.0"
"Primary and Secondary Syphilis","2011","Kansas","20","24","1.7"
"Primary and Secondary Syphilis","2011","Kentucky","21","110","5.1"
"Primary and Secondary Syphilis","2011","Louisiana","22","268","12.0"
"Primary and Secondary Syphilis","2011","Maine","23","12","1.8"
"Primary and Secondary Syphilis","2011","Maryland","24","403","14.3"
"Primary and Secondary Syphilis","2011","Massachusetts","25","243","7.6"
"Primary and Secondary Syphilis","2011","Michigan","26","260","5.4"
"Primary and Secondary Syphilis","2011","Minnesota","27","134","5.0"
"Primary and Secondary Syphilis","2011","Mississippi","28","146","10.1"
"Primary and Secondary Syphilis","2011","Missouri","29","130","4.4"
"Primary and Secondary Syphilis","2011","Montana","30","6","1.2"
"Primary and Secondary Syphilis","2011","Nebraska","31","9","1.0"
"Primary and Secondary Syphilis","2011","Nevada","32","129","9.4"
"Primary and Secondary Syphilis","2011","New Hampshire","33","17","2.6"
"Primary and Secondary Syphilis","2011","New Jersey","34","219","5.1"
"Primary and Secondary Syphilis","2011","New Mexico","35","69","6.7"
"Primary and Secondary Syphilis","2011","New York","36","1,045","11.1"
"Primary and Secondary Syphilis","2011","North Carolina","37","400","8.5"
"Primary and Secondary Syphilis","2011","North Dakota","38","1","0.3"
"Primary and Secondary Syphilis","2011","Ohio","39","333","5.9"
"Primary and Secondary Syphilis","2011","Oklahoma","40","72","3.8"
"Primary and Secondary Syphilis","2011","Oregon","41","97","5.1"
"Primary and Secondary Syphilis","2011","Pennsylvania","42","339","5.5"
"Primary and Secondary Syphilis","2011","Rhode Island","44","43","8.4"
"Primary and Secondary Syphilis","2011","South Carolina","45","197","8.7"
"Primary and Secondary Syphilis","2011","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2011","Tennessee","47","244","7.8"
"Primary and Secondary Syphilis","2011","Texas","48","914","7.2"
"Primary and Secondary Syphilis","2011","Utah","49","14","1.0"
"Primary and Secondary Syphilis","2011","Vermont","50","9","2.9"
"Primary and Secondary Syphilis","2011","Virginia","51","195","4.9"
"Primary and Secondary Syphilis","2011","Washington","53","322","9.5"
"Primary and Secondary Syphilis","2011","West Virginia","54","4","0.4"
"Primary and Secondary Syphilis","2011","Wisconsin","55","60","2.1"
"Primary and Secondary Syphilis","2011","Wyoming","56","0","0.0"
"Primary and Secondary Syphilis","2010","Alabama","01","185","8.0"
"Primary and Secondary Syphilis","2010","Alaska","02","3","0.8"
"Primary and Secondary Syphilis","2010","Arizona","04","210","6.6"
"Primary and Secondary Syphilis","2010","Arkansas","05","123","8.6"
"Primary and Secondary Syphilis","2010","California","06","1,990","10.7"
"Primary and Secondary Syphilis","2010","Colorado","08","136","5.4"
"Primary and Secondary Syphilis","2010","Connecticut","09","93","5.3"
"Primary and Secondary Syphilis","2010","Delaware","10","8","1.8"
"Primary and Secondary Syphilis","2010","District of Columbia","11","132","46.2"
"Primary and Secondary Syphilis","2010","Florida","12","1,037","11.3"
"Primary and Secondary Syphilis","2010","Georgia","13","713","15.0"
"Primary and Secondary Syphilis","2010","Hawaii","15","28","4.1"
"Primary and Secondary Syphilis","2010","Idaho","16","6","0.8"
"Primary and Secondary Syphilis","2010","Illinois","17","800","12.7"
"Primary and Secondary Syphilis","2010","Indiana","18","155","4.9"
"Primary and Secondary Syphilis","2010","Iowa","19","16","1.1"
"Primary and Secondary Syphilis","2010","Kansas","20","18","1.3"
"Primary and Secondary Syphilis","2010","Kentucky","21","131","6.1"
"Primary and Secondary Syphilis","2010","Louisiana","22","284","12.8"
"Primary and Secondary Syphilis","2010","Maine","23","32","4.9"
"Primary and Secondary Syphilis","2010","Maryland","24","302","10.8"
"Primary and Secondary Syphilis","2010","Massachusetts","25","269","8.5"
"Primary and Secondary Syphilis","2010","Michigan","26","212","4.4"
"Primary and Secondary Syphilis","2010","Minnesota","27","140","5.3"
"Primary and Secondary Syphilis","2010","Mississippi","28","159","11.0"
"Primary and Secondary Syphilis","2010","Missouri","29","149","5.1"
"Primary and Secondary Syphilis","2010","Montana","30","3","0.6"
"Primary and Secondary Syphilis","2010","Nebraska","31","9","1.0"
"Primary and Secondary Syphilis","2010","Nevada","32","123","9.0"
"Primary and Secondary Syphilis","2010","New Hampshire","33","21","3.2"
"Primary and Secondary Syphilis","2010","New Jersey","34","228","5.3"
"Primary and Secondary Syphilis","2010","New Mexico","35","50","4.9"
"Primary and Secondary Syphilis","2010","New York","36","1,051","11.2"
"Primary and Secondary Syphilis","2010","North Carolina","37","341","7.3"
"Primary and Secondary Syphilis","2010","North Dakota","38","2","0.6"
"Primary and Secondary Syphilis","2010","Ohio","39","396","7.0"
"Primary and Secondary Syphilis","2010","Oklahoma","40","76","4.1"
"Primary and Secondary Syphilis","2010","Oregon","41","70","3.7"
"Primary and Secondary Syphilis","2010","Pennsylvania","42","333","5.4"
"Primary and Secondary Syphilis","2010","Rhode Island","44","39","7.7"
"Primary and Secondary Syphilis","2010","South Carolina","45","146","6.5"
"Primary and Secondary Syphilis","2010","South Dakota","46","4","1.0"
"Primary and Secondary Syphilis","2010","Tennessee","47","228","7.4"
"Primary and Secondary Syphilis","2010","Texas","48","896","7.2"
"Primary and Secondary Syphilis","2010","Utah","49","63","4.5"
"Primary and Secondary Syphilis","2010","Vermont","50","2","0.6"
"Primary and Secondary Syphilis","2010","Virginia","51","259","6.6"
"Primary and Secondary Syphilis","2010","Washington","53","261","7.8"
"Primary and Secondary Syphilis","2010","West Virginia","54","6","0.7"
"Primary and Secondary Syphilis","2010","Wisconsin","55","43","1.5"
"Primary and Secondary Syphilis","2010","Wyoming","56","0","0.0"
"Primary and Secondary Syphilis","2009","Alabama","01","280","12.3"
"Primary and Secondary Syphilis","2009","Alaska","02","0","0.0"
"Primary and Secondary Syphilis","2009","Arizona","04","208","6.3"
"Primary and Secondary Syphilis","2009","Arkansas","05","171","12.1"
"Primary and Secondary Syphilis","2009","California","06","1,821","9.9"
"Primary and Secondary Syphilis","2009","Colorado","08","99","3.9"
"Primary and Secondary Syphilis","2009","Connecticut","09","64","3.7"
"Primary and Secondary Syphilis","2009","Delaware","10","16","3.7"
"Primary and Secondary Syphilis","2009","District of Columbia","11","153","53.9"
"Primary and Secondary Syphilis","2009","Florida","12","894","9.8"
"Primary and Secondary Syphilis","2009","Georgia","13","852","17.6"
"Primary and Secondary Syphilis","2009","Hawaii","15","27","4.1"
"Primary and Secondary Syphilis","2009","Idaho","16","3","0.4"
"Primary and Secondary Syphilis","2009","Illinois","17","695","10.9"
"Primary and Secondary Syphilis","2009","Indiana","18","145","4.6"
"Primary and Secondary Syphilis","2009","Iowa","19","17","1.1"
"Primary and Secondary Syphilis","2009","Kansas","20","23","1.6"
"Primary and Secondary Syphilis","2009","Kentucky","21","88","4.2"
"Primary and Secondary Syphilis","2009","Louisiana","22","392","17.9"
"Primary and Secondary Syphilis","2009","Maine","23","4","0.6"
"Primary and Secondary Syphilis","2009","Maryland","24","272","9.8"
"Primary and Secondary Syphilis","2009","Massachusetts","25","233","7.3"
"Primary and Secondary Syphilis","2009","Michigan","26","190","3.9"
"Primary and Secondary Syphilis","2009","Minnesota","27","71","2.7"
"Primary and Secondary Syphilis","2009","Mississippi","28","164","11.5"
"Primary and Secondary Syphilis","2009","Missouri","29","158","5.4"
"Primary and Secondary Syphilis","2009","Montana","30","4","0.8"
"Primary and Secondary Syphilis","2009","Nebraska","31","5","0.6"
"Primary and Secondary Syphilis","2009","Nevada","32","84","6.2"
"Primary and Secondary Syphilis","2009","New Hampshire","33","14","2.1"
"Primary and Secondary Syphilis","2009","New Jersey","34","186","4.4"
"Primary and Secondary Syphilis","2009","New Mexico","35","55","5.5"
"Primary and Secondary Syphilis","2009","New York","36","1,127","11.9"
"Primary and Secondary Syphilis","2009","North Carolina","37","471","10.3"
"Primary and Secondary Syphilis","2009","North Dakota","38","3","0.9"
"Primary and Secondary Syphilis","2009","Ohio","39","297","5.3"
"Primary and Secondary Syphilis","2009","Oklahoma","40","73","4.0"
"Primary and Secondary Syphilis","2009","Oregon","41","56","3.0"
"Primary and Secondary Syphilis","2009","Pennsylvania","42","299","4.9"
"Primary and Secondary Syphilis","2009","Rhode Island","44","19","3.7"
"Primary and Secondary Syphilis","2009","South Carolina","45","113","5.1"
"Primary and Secondary Syphilis","2009","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2009","Tennessee","47","281","9.2"
"Primary and Secondary Syphilis","2009","Texas","48","1,154","9.3"
"Primary and Secondary Syphilis","2009","Utah","49","31","2.2"
"Primary and Secondary Syphilis","2009","Vermont","50","0","0.0"
"Primary and Secondary Syphilis","2009","Virginia","51","277","7.2"
"Primary and Secondary Syphilis","2009","Washington","53","133","4.0"
"Primary and Secondary Syphilis","2009","West Virginia","54","6","0.7"
"Primary and Secondary Syphilis","2009","Wisconsin","55","34","1.2"
"Primary and Secondary Syphilis","2009","Wyoming","56","2","0.7"
"Primary and Secondary Syphilis","2008","Alabama","01","278","12.3"
"Primary and Secondary Syphilis","2008","Alaska","02","1","0.3"
"Primary and Secondary Syphilis","2008","Arizona","04","261","8.0"
"Primary and Secondary Syphilis","2008","Arkansas","05","125","8.9"
"Primary and Secondary Syphilis","2008","California","06","2,092","11.4"
"Primary and Secondary Syphilis","2008","Colorado","08","125","5.0"
"Primary and Secondary Syphilis","2008","Connecticut","09","34","2.0"
"Primary and Secondary Syphilis","2008","Delaware","10","10","2.3"
"Primary and Secondary Syphilis","2008","District of Columbia","11","139","49.8"
"Primary and Secondary Syphilis","2008","Florida","12","850","9.4"
"Primary and Secondary Syphilis","2008","Georgia","13","818","17.2"
"Primary and Secondary Syphilis","2008","Hawaii","15","22","3.4"
"Primary and Secondary Syphilis","2008","Idaho","16","6","0.8"
"Primary and Secondary Syphilis","2008","Illinois","17","516","8.2"
"Primary and Secondary Syphilis","2008","Indiana","18","124","3.9"
"Primary and Secondary Syphilis","2008","Iowa","19","13","0.9"
"Primary and Secondary Syphilis","2008","Kansas","20","25","1.8"
"Primary and Secondary Syphilis","2008","Kentucky","21","79","3.8"
"Primary and Secondary Syphilis","2008","Louisiana","22","400","18.5"
"Primary and Secondary Syphilis","2008","Maine","23","10","1.6"
"Primary and Secondary Syphilis","2008","Maryland","24","301","11.0"
"Primary and Secondary Syphilis","2008","Massachusetts","25","210","6.6"
"Primary and Secondary Syphilis","2008","Michigan","26","150","3.0"
"Primary and Secondary Syphilis","2008","Minnesota","27","111","4.3"
"Primary and Secondary Syphilis","2008","Mississippi","28","118","8.3"
"Primary and Secondary Syphilis","2008","Missouri","29","195","6.7"
"Primary and Secondary Syphilis","2008","Montana","30","6","1.2"
"Primary and Secondary Syphilis","2008","Nebraska","31","12","1.4"
"Primary and Secondary Syphilis","2008","Nevada","32","63","4.7"
"Primary and Secondary Syphilis","2008","New Hampshire","33","20","3.1"
"Primary and Secondary Syphilis","2008","New Jersey","34","205","4.8"
"Primary and Secondary Syphilis","2008","New Mexico","35","38","3.9"
"Primary and Secondary Syphilis","2008","New York","36","1,165","12.3"
"Primary and Secondary Syphilis","2008","North Carolina","37","243","5.4"
"Primary and Secondary Syphilis","2008","North Dakota","38","0","0.0"
"Primary and Secondary Syphilis","2008","Ohio","39","288","5.1"
"Primary and Secondary Syphilis","2008","Oklahoma","40","61","3.4"
"Primary and Secondary Syphilis","2008","Oregon","41","24","1.3"
"Primary and Secondary Syphilis","2008","Pennsylvania","42","251","4.1"
"Primary and Secondary Syphilis","2008","Rhode Island","44","18","3.5"
"Primary and Secondary Syphilis","2008","South Carolina","45","86","3.9"
"Primary and Secondary Syphilis","2008","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2008","Tennessee","47","294","9.7"
"Primary and Secondary Syphilis","2008","Texas","48","955","7.9"
"Primary and Secondary Syphilis","2008","Utah","49","24","1.7"
"Primary and Secondary Syphilis","2008","Vermont","50","11","3.6"
"Primary and Secondary Syphilis","2008","Virginia","51","241","6.3"
"Primary and Secondary Syphilis","2008","Washington","53","176","5.4"
"Primary and Secondary Syphilis","2008","West Virginia","54","9","1.0"
"Primary and Secondary Syphilis","2008","Wisconsin","55","51","1.8"
"Primary and Secondary Syphilis","2008","Wyoming","56","1","0.4"
