"Date Printed: Friday, April 24, 2026 6:19:32 PM"
Title: "Primary and Secondary Syphilis | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | All age groups""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Primary and Secondary Syphilis","2011","Connecticut","09","5","0.3"
"Primary and Secondary Syphilis","2011","Delaware","10","1","0.2"
"Primary and Secondary Syphilis","2011","District of Columbia","11","7","2.1"
"Primary and Secondary Syphilis","2011","Florida","12","134","1.4"
"Primary and Secondary Syphilis","2011","Georgia","13","58","1.2"
"Primary and Secondary Syphilis","2011","Hawaii","15","0","0.0"
"Primary and Secondary Syphilis","2011","Idaho","16","1","0.1"
"Primary and Secondary Syphilis","2011","Illinois","17","81","1.2"
"Primary and Secondary Syphilis","2011","Indiana","18","13","0.4"
"Primary and Secondary Syphilis","2011","Iowa","19","5","0.3"
"Primary and Secondary Syphilis","2011","Kansas","20","0","0.0"
"Primary and Secondary Syphilis","2011","Kentucky","21","19","0.9"
"Primary and Secondary Syphilis","2011","Louisiana","22","179","7.7"
"Primary and Secondary Syphilis","2011","Maine","23","0","0.0"
"Primary and Secondary Syphilis","2011","Maryland","24","49","1.6"
"Primary and Secondary Syphilis","2011","Massachusetts","25","23","0.7"
"Primary and Secondary Syphilis","2011","Michigan","26","26","0.5"
"Primary and Secondary Syphilis","2011","Minnesota","27","5","0.2"
"Primary and Secondary Syphilis","2011","Mississippi","28","45","2.9"
"Primary and Secondary Syphilis","2011","Missouri","29","6","0.2"
"Primary and Secondary Syphilis","2011","Montana","30","1","0.2"
"Primary and Secondary Syphilis","2011","Nebraska","31","1","0.1"
"Primary and Secondary Syphilis","2011","Nevada","32","7","0.5"
"Primary and Secondary Syphilis","2011","New Hampshire","33","1","0.1"
"Primary and Secondary Syphilis","2011","New Jersey","34","13","0.3"
"Primary and Secondary Syphilis","2011","New Mexico","35","2","0.2"
"Primary and Secondary Syphilis","2011","New York","36","37","0.4"
"Primary and Secondary Syphilis","2011","North Carolina","37","31","0.6"
"Primary and Secondary Syphilis","2011","North Dakota","38","0","0.0"
"Primary and Secondary Syphilis","2011","Ohio","39","107","1.8"
"Primary and Secondary Syphilis","2011","Oklahoma","40","12","0.6"
"Primary and Secondary Syphilis","2011","Oregon","41","0","0.0"
"Primary and Secondary Syphilis","2011","Pennsylvania","42","34","0.5"
"Primary and Secondary Syphilis","2011","Rhode Island","44","3","0.6"
"Primary and Secondary Syphilis","2011","South Carolina","45","24","1.0"
"Primary and Secondary Syphilis","2011","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2011","Tennessee","47","34","1.0"
"Primary and Secondary Syphilis","2011","Texas","48","255","2.0"
"Primary and Secondary Syphilis","2011","Utah","49","0","0.0"
"Primary and Secondary Syphilis","2011","Vermont","50","0","0.0"
"Primary and Secondary Syphilis","2011","Virginia","51","18","0.4"
"Primary and Secondary Syphilis","2011","Washington","53","6","0.2"
"Primary and Secondary Syphilis","2011","West Virginia","54","0","0.0"
"Primary and Secondary Syphilis","2011","Wisconsin","55","5","0.2"
"Primary and Secondary Syphilis","2011","Wyoming","56","0","0.0"
"Primary and Secondary Syphilis","2010","Alabama","01","75","3.0"
"Primary and Secondary Syphilis","2010","Alaska","02","0","0.0"
"Primary and Secondary Syphilis","2010","Arizona","04","20","0.6"
"Primary and Secondary Syphilis","2010","Arkansas","05","82","5.5"
"Primary and Secondary Syphilis","2010","California","06","74","0.4"
"Primary and Secondary Syphilis","2010","Colorado","08","2","0.1"
"Primary and Secondary Syphilis","2010","Connecticut","09","5","0.3"
"Primary and Secondary Syphilis","2010","Delaware","10","1","0.2"
"Primary and Secondary Syphilis","2010","District of Columbia","11","2","0.6"
"Primary and Secondary Syphilis","2010","Florida","12","147","1.5"
"Primary and Secondary Syphilis","2010","Georgia","13","82","1.6"
"Primary and Secondary Syphilis","2010","Hawaii","15","7","1.0"
"Primary and Secondary Syphilis","2010","Idaho","16","0","0.0"
"Primary and Secondary Syphilis","2010","Illinois","17","108","1.7"
"Primary and Secondary Syphilis","2010","Indiana","18","20","0.6"
"Primary and Secondary Syphilis","2010","Iowa","19","3","0.2"
"Primary and Secondary Syphilis","2010","Kansas","20","1","0.1"
"Primary and Secondary Syphilis","2010","Kentucky","21","8","0.4"
"Primary and Secondary Syphilis","2010","Louisiana","22","251","10.8"
"Primary and Secondary Syphilis","2010","Maine","23","0","0.0"
"Primary and Secondary Syphilis","2010","Maryland","24","26","0.9"
"Primary and Secondary Syphilis","2010","Massachusetts","25","16","0.5"
"Primary and Secondary Syphilis","2010","Michigan","26","23","0.5"
"Primary and Secondary Syphilis","2010","Minnesota","27","9","0.3"
"Primary and Secondary Syphilis","2010","Mississippi","28","69","4.5"
"Primary and Secondary Syphilis","2010","Missouri","29","3","0.1"
"Primary and Secondary Syphilis","2010","Montana","30","0","0.0"
"Primary and Secondary Syphilis","2010","Nebraska","31","3","0.3"
"Primary and Secondary Syphilis","2010","Nevada","32","7","0.5"
"Primary and Secondary Syphilis","2010","New Hampshire","33","1","0.1"
"Primary and Secondary Syphilis","2010","New Jersey","34","16","0.4"
"Primary and Secondary Syphilis","2010","New Mexico","35","3","0.3"
"Primary and Secondary Syphilis","2010","New York","36","47","0.5"
"Primary and Secondary Syphilis","2010","North Carolina","37","55","1.1"
"Primary and Secondary Syphilis","2010","North Dakota","38","1","0.3"
"Primary and Secondary Syphilis","2010","Ohio","39","132","2.2"
"Primary and Secondary Syphilis","2010","Oklahoma","40","16","0.8"
"Primary and Secondary Syphilis","2010","Oregon","41","1","0.1"
"Primary and Secondary Syphilis","2010","Pennsylvania","42","36","0.6"
"Primary and Secondary Syphilis","2010","Rhode Island","44","2","0.4"
"Primary and Secondary Syphilis","2010","South Carolina","45","9","0.4"
"Primary and Secondary Syphilis","2010","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2010","Tennessee","47","49","1.5"
"Primary and Secondary Syphilis","2010","Texas","48","333","2.6"
"Primary and Secondary Syphilis","2010","Utah","49","2","0.1"
"Primary and Secondary Syphilis","2010","Vermont","50","2","0.6"
"Primary and Secondary Syphilis","2010","Virginia","51","20","0.5"
"Primary and Secondary Syphilis","2010","Washington","53","5","0.1"
"Primary and Secondary Syphilis","2010","West Virginia","54","0","0.0"
"Primary and Secondary Syphilis","2010","Wisconsin","55","6","0.2"
"Primary and Secondary Syphilis","2010","Wyoming","56","0","0.0"
"Primary and Secondary Syphilis","2009","Alabama","01","137","5.7"
"Primary and Secondary Syphilis","2009","Alaska","02","0","0.0"
"Primary and Secondary Syphilis","2009","Arizona","04","22","0.7"
"Primary and Secondary Syphilis","2009","Arkansas","05","104","7.1"
"Primary and Secondary Syphilis","2009","California","06","79","0.4"
"Primary and Secondary Syphilis","2009","Colorado","08","6","0.2"
"Primary and Secondary Syphilis","2009","Connecticut","09","1","0.1"
"Primary and Secondary Syphilis","2009","Delaware","10","11","2.4"
"Primary and Secondary Syphilis","2009","District of Columbia","11","10","3.2"
"Primary and Secondary Syphilis","2009","Florida","12","147","1.6"
"Primary and Secondary Syphilis","2009","Georgia","13","101","2.0"
"Primary and Secondary Syphilis","2009","Hawaii","15","6","0.9"
"Primary and Secondary Syphilis","2009","Idaho","16","0","0.0"
"Primary and Secondary Syphilis","2009","Illinois","17","55","0.8"
"Primary and Secondary Syphilis","2009","Indiana","18","13","0.4"
"Primary and Secondary Syphilis","2009","Iowa","19","6","0.4"
"Primary and Secondary Syphilis","2009","Kansas","20","9","0.6"
"Primary and Secondary Syphilis","2009","Kentucky","21","4","0.2"
"Primary and Secondary Syphilis","2009","Louisiana","22","349","15.2"
"Primary and Secondary Syphilis","2009","Maine","23","0","0.0"
"Primary and Secondary Syphilis","2009","Maryland","24","42","1.4"
"Primary and Secondary Syphilis","2009","Massachusetts","25","5","0.1"
"Primary and Secondary Syphilis","2009","Michigan","26","40","0.8"
"Primary and Secondary Syphilis","2009","Minnesota","27","0","0.0"
"Primary and Secondary Syphilis","2009","Mississippi","28","73","4.8"
"Primary and Secondary Syphilis","2009","Missouri","29","15","0.5"
"Primary and Secondary Syphilis","2009","Montana","30","0","0.0"
"Primary and Secondary Syphilis","2009","Nebraska","31","0","0.0"
"Primary and Secondary Syphilis","2009","Nevada","32","7","0.5"
"Primary and Secondary Syphilis","2009","New Hampshire","33","0","0.0"
"Primary and Secondary Syphilis","2009","New Jersey","34","26","0.6"
"Primary and Secondary Syphilis","2009","New Mexico","35","6","0.6"
"Primary and Secondary Syphilis","2009","New York","36","55","0.5"
"Primary and Secondary Syphilis","2009","North Carolina","37","108","2.3"
"Primary and Secondary Syphilis","2009","North Dakota","38","1","0.3"
"Primary and Secondary Syphilis","2009","Ohio","39","63","1.1"
"Primary and Secondary Syphilis","2009","Oklahoma","40","24","1.3"
"Primary and Secondary Syphilis","2009","Oregon","41","1","0.1"
"Primary and Secondary Syphilis","2009","Pennsylvania","42","42","0.7"
"Primary and Secondary Syphilis","2009","Rhode Island","44","1","0.2"
"Primary and Secondary Syphilis","2009","South Carolina","45","10","0.4"
"Primary and Secondary Syphilis","2009","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2009","Tennessee","47","122","3.8"
"Primary and Secondary Syphilis","2009","Texas","48","490","4.0"
"Primary and Secondary Syphilis","2009","Utah","49","0","0.0"
"Primary and Secondary Syphilis","2009","Vermont","50","0","0.0"
"Primary and Secondary Syphilis","2009","Virginia","51","22","0.6"
"Primary and Secondary Syphilis","2009","Washington","53","6","0.2"
"Primary and Secondary Syphilis","2009","West Virginia","54","2","0.2"
"Primary and Secondary Syphilis","2009","Wisconsin","55","10","0.4"
"Primary and Secondary Syphilis","2009","Wyoming","56","1","0.4"
"Primary and Secondary Syphilis","2008","Alabama","01","171","7.1"
"Primary and Secondary Syphilis","2008","Alaska","02","0","0.0"
"Primary and Secondary Syphilis","2008","Arizona","04","56","1.7"
"Primary and Secondary Syphilis","2008","Arkansas","05","81","5.5"
"Primary and Secondary Syphilis","2008","California","06","110","0.6"
"Primary and Secondary Syphilis","2008","Colorado","08","3","0.1"
"Primary and Secondary Syphilis","2008","Connecticut","09","0","0.0"
"Primary and Secondary Syphilis","2008","Delaware","10","6","1.3"
"Primary and Secondary Syphilis","2008","District of Columbia","11","7","2.3"
"Primary and Secondary Syphilis","2008","Florida","12","193","2.1"
"Primary and Secondary Syphilis","2008","Georgia","13","96","1.9"
"Primary and Secondary Syphilis","2008","Hawaii","15","7","1.1"
"Primary and Secondary Syphilis","2008","Idaho","16","1","0.1"
"Primary and Secondary Syphilis","2008","Illinois","17","38","0.6"
"Primary and Secondary Syphilis","2008","Indiana","18","16","0.5"
"Primary and Secondary Syphilis","2008","Iowa","19","3","0.2"
"Primary and Secondary Syphilis","2008","Kansas","20","5","0.4"
"Primary and Secondary Syphilis","2008","Kentucky","21","14","0.6"
"Primary and Secondary Syphilis","2008","Louisiana","22","307","13.4"
"Primary and Secondary Syphilis","2008","Maine","23","0","0.0"
"Primary and Secondary Syphilis","2008","Maryland","24","77","2.6"
"Primary and Secondary Syphilis","2008","Massachusetts","25","6","0.2"
"Primary and Secondary Syphilis","2008","Michigan","26","60","1.2"
"Primary and Secondary Syphilis","2008","Minnesota","27","5","0.2"
"Primary and Secondary Syphilis","2008","Mississippi","28","66","4.4"
"Primary and Secondary Syphilis","2008","Missouri","29","29","1.0"
"Primary and Secondary Syphilis","2008","Montana","30","1","0.2"
"Primary and Secondary Syphilis","2008","Nebraska","31","3","0.3"
"Primary and Secondary Syphilis","2008","Nevada","32","14","1.1"
"Primary and Secondary Syphilis","2008","New Hampshire","33","0","0.0"
"Primary and Secondary Syphilis","2008","New Jersey","34","21","0.5"
"Primary and Secondary Syphilis","2008","New Mexico","35","6","0.6"
"Primary and Secondary Syphilis","2008","New York","36","52","0.5"
"Primary and Secondary Syphilis","2008","North Carolina","37","44","0.9"
"Primary and Secondary Syphilis","2008","North Dakota","38","0","0.0"
"Primary and Secondary Syphilis","2008","Ohio","39","63","1.1"
"Primary and Secondary Syphilis","2008","Oklahoma","40","25","1.4"
"Primary and Secondary Syphilis","2008","Oregon","41","2","0.1"
"Primary and Secondary Syphilis","2008","Pennsylvania","42","21","0.3"
"Primary and Secondary Syphilis","2008","Rhode Island","44","0","0.0"
"Primary and Secondary Syphilis","2008","South Carolina","45","12","0.5"
"Primary and Secondary Syphilis","2008","South Dakota","46","1","0.2"
"Primary and Secondary Syphilis","2008","Tennessee","47","119","3.7"
"Primary and Secondary Syphilis","2008","Texas","48","450","3.7"
"Primary and Secondary Syphilis","2008","Utah","49","1","0.1"
"Primary and Secondary Syphilis","2008","Vermont","50","0","0.0"
"Primary and Secondary Syphilis","2008","Virginia","51","25","0.6"
"Primary and Secondary Syphilis","2008","Washington","53","5","0.2"
"Primary and Secondary Syphilis","2008","West Virginia","54","4","0.4"
"Primary and Secondary Syphilis","2008","Wisconsin","55","14","0.5"
"Primary and Secondary Syphilis","2008","Wyoming","56","2","0.8"
