"Date Printed: Friday, April 24, 2026 6:18:30 PM"
Title: "Gonorrhea | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | All age groups""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Gonorrhea","2013","Iowa","19","812","52.1"
"Gonorrhea","2008","Kansas","20","1,459","103.7"
"Gonorrhea","2009","Kansas","20","1,541","108.7"
"Gonorrhea","2010","Kansas","20","1,235","85.8"
"Gonorrhea","2011","Kansas","20","1,360","94.1"
"Gonorrhea","2012","Kansas","20","1,339","92.3"
"Gonorrhea","2013","Kansas","20","1,222","84.1"
"Gonorrhea","2014","Kansas","20","1,464","100.5"
"Gonorrhea","2015","Kansas","20","1,262","86.5"
"Gonorrhea","2016","Kansas","20","1,695","116.0"
"Gonorrhea","2017","Kansas","20","2,269","155.5"
"Gonorrhea","2018","Kansas","20","2,615","179.0"
"Gonorrhea","2008","Kentucky","21","2,511","114.8"
"Gonorrhea","2009","Kentucky","21","2,132","97.1"
"Gonorrhea","2010","Kentucky","21","2,487","112.6"
"Gonorrhea","2011","Kentucky","21","2,596","116.9"
"Gonorrhea","2012","Kentucky","21","2,328","104.5"
"Gonorrhea","2013","Kentucky","21","2,331","104.3"
"Gonorrhea","2014","Kentucky","21","2,270","101.3"
"Gonorrhea","2015","Kentucky","21","2,242","99.9"
"Gonorrhea","2016","Kentucky","21","2,716","120.6"
"Gonorrhea","2017","Kentucky","21","3,478","154.0"
"Gonorrhea","2018","Kentucky","21","3,643","160.9"
"Gonorrhea","2008","Louisiana","22","5,177","226.6"
"Gonorrhea","2009","Louisiana","22","5,125","222.5"
"Gonorrhea","2010","Louisiana","22","4,824","207.9"
"Gonorrhea","2011","Louisiana","22","5,263","225.3"
"Gonorrhea","2012","Louisiana","22","5,080","216.2"
"Gonorrhea","2013","Louisiana","22","4,927","208.6"
"Gonorrhea","2014","Louisiana","22","5,049","212.9"
"Gonorrhea","2015","Louisiana","22","5,535","232.4"
"Gonorrhea","2016","Louisiana","22","5,493","229.8"
"Gonorrhea","2017","Louisiana","22","5,978","250.2"
"Gonorrhea","2018","Louisiana","22","5,904","247.5"
"Gonorrhea","2018","Maine","23","250","36.6"
"Gonorrhea","2017","Maine","23","225","33.0"
"Gonorrhea","2016","Maine","23","134","19.7"
"Gonorrhea","2015","Maine","23","143","21.1"
"Gonorrhea","2014","Maine","23","98","14.4"
"Gonorrhea","2013","Maine","23","119","17.6"
"Gonorrhea","2012","Maine","23","240","35.4"
"Gonorrhea","2011","Maine","23","122","18.0"
"Gonorrhea","2010","Maine","23","75","11.1"
"Gonorrhea","2009","Maine","23","62","9.2"
"Gonorrhea","2008","Maine","23","43","6.4"
"Gonorrhea","2008","Maryland","24","3,604","124.0"
"Gonorrhea","2009","Maryland","24","3,457","118.2"
"Gonorrhea","2010","Maryland","24","4,028","134.8"
"Gonorrhea","2011","Maryland","24","3,461","114.9"
"Gonorrhea","2012","Maryland","24","2,878","94.8"
"Gonorrhea","2013","Maryland","24","2,841","93.0"
"Gonorrhea","2014","Maryland","24","2,793","90.9"
"Gonorrhea","2015","Maryland","24","3,090","100.2"
"Gonorrhea","2016","Maryland","24","3,944","127.5"
"Gonorrhea","2017","Maryland","24","4,629","149.1"
"Gonorrhea","2018","Maryland","24","4,227","135.9"
"Gonorrhea","2008","Massachusetts","25","1,100","32.7"
"Gonorrhea","2010","Massachusetts","25","1,004","29.6"
"Gonorrhea","2011","Massachusetts","25","1,083","31.7"
"Gonorrhea","2012","Massachusetts","25","1,076","31.3"
"Gonorrhea","2013","Massachusetts","25","1,168","33.8"
"Gonorrhea","2014","Massachusetts","25","1,215","34.9"
"Gonorrhea","2015","Massachusetts","25","1,027","29.3"
"Gonorrhea","2016","Massachusetts","25","1,390","39.6"
"Gonorrhea","2017","Massachusetts","25","2,495","70.7"
"Gonorrhea","2018","Massachusetts","25","2,431","68.6"
"Gonorrhea","2009","Massachusetts","25","976","28.8"
"Gonorrhea","2008","Michigan","26","10,047","197.9"
"Gonorrhea","2009","Michigan","26","8,536","168.9"
"Gonorrhea","2010","Michigan","26","7,971","158.4"
"Gonorrhea","2011","Michigan","26","7,599","150.9"
"Gonorrhea","2012","Michigan","26","7,194","142.8"
"Gonorrhea","2013","Michigan","26","5,865","116.3"
"Gonorrhea","2014","Michigan","26","5,129","101.6"
"Gonorrhea","2015","Michigan","26","5,191","102.8"
"Gonorrhea","2016","Michigan","26","6,201","122.7"
"Gonorrhea","2017","Michigan","26","7,604","150.2"
"Gonorrhea","2018","Michigan","26","7,981","157.5"
"Gonorrhea","2008","Minnesota","27","1,657","63.1"
"Gonorrhea","2009","Minnesota","27","1,270","48.0"
"Gonorrhea","2010","Minnesota","27","1,248","46.6"
"Gonorrhea","2011","Minnesota","27","1,294","48.1"
"Gonorrhea","2012","Minnesota","27","1,676","61.9"
"Gonorrhea","2013","Minnesota","27","2,037","74.8"
"Gonorrhea","2014","Minnesota","27","1,802","65.7"
"Gonorrhea","2015","Minnesota","27","1,675","60.8"
"Gonorrhea","2016","Minnesota","27","2,214","79.8"
"Gonorrhea","2017","Minnesota","27","2,939","105.2"
"Gonorrhea","2018","Minnesota","27","3,345","118.9"
"Gonorrhea","2008","Mississippi","28","4,357","287.9"
"Gonorrhea","2009","Mississippi","28","4,335","285.4"
"Gonorrhea","2010","Mississippi","28","3,602","235.8"
"Gonorrhea","2011","Mississippi","28","3,344","218.4"
"Gonorrhea","2012","Mississippi","28","3,834","249.9"
"Gonorrhea","2013","Mississippi","28","2,726","177.4"
"Gonorrhea","2014","Mississippi","28","2,987","194.2"
"Gonorrhea","2015","Mississippi","28","3,131","203.5"
"Gonorrhea","2016","Mississippi","28","3,665","238.2"
"Gonorrhea","2017","Mississippi","28","4,563","296.5"
"Gonorrhea","2018","Mississippi","28","4,888","318.3"
"Gonorrhea","2008","Missouri","29","4,542","149.3"
"Gonorrhea","2009","Missouri","29","3,585","117.3"
"Gonorrhea","2010","Missouri","29","3,951","129.2"
"Gonorrhea","2011","Missouri","29","4,195","136.9"
"Gonorrhea","2012","Missouri","29","4,209","137.0"
"Gonorrhea","2013","Missouri","29","3,944","128.1"
"Gonorrhea","2014","Missouri","29","3,620","117.3"
"Gonorrhea","2015","Missouri","29","4,187","135.4"
"Gonorrhea","2016","Missouri","29","5,228","168.7"
"Gonorrhea","2017","Missouri","29","5,997","192.9"
"Gonorrhea","2018","Missouri","29","6,803","218.3"
"Gonorrhea","2018","Montana","30","638","121.1"
"Gonorrhea","2017","Montana","30","427","81.7"
"Gonorrhea","2016","Montana","30","493","95.4"
"Gonorrhea","2016","Nebraska","31","1,055","110.5"
"Gonorrhea","2017","Nebraska","31","1,285","133.9"
"Gonorrhea","2018","Nebraska","31","1,302","135.0"
"Gonorrhea","2015","Montana","30","462","90.3"
"Gonorrhea","2015","Nebraska","31","870","91.7"
"Gonorrhea","2014","Montana","30","221","43.5"
"Gonorrhea","2014","Nebraska","31","770","81.6"
"Gonorrhea","2013","Montana","30","127","25.2"
"Gonorrhea","2013","Nebraska","31","694","74.0"
"Gonorrhea","2013","Nevada","32","1,203","87.3"
"Gonorrhea","2014","Nevada","32","1,294","92.4"
"Gonorrhea","2015","Nevada","32","1,402","98.3"
"Gonorrhea","2016","Nevada","32","1,611","110.9"
"Gonorrhea","2017","Nevada","32","1,972","133.3"
"Gonorrhea","2018","Nevada","32","2,477","164.2"
"Gonorrhea","2018","New Hampshire","33","184","27.0"
"Gonorrhea","2017","New Hampshire","33","179","26.3"
"Gonorrhea","2016","New Hampshire","33","132","19.5"
"Gonorrhea","2015","New Hampshire","33","65","9.6"
"Gonorrhea","2014","New Hampshire","33","91","13.5"
"Gonorrhea","2013","New Hampshire","33","52","7.7"
"Gonorrhea","2012","Montana","30","58","11.6"
"Gonorrhea","2012","Nebraska","31","784","84.1"
"Gonorrhea","2012","Nevada","32","982","72.1"
"Gonorrhea","2012","New Hampshire","33","61","9.1"
"Gonorrhea","2011","Montana","30","51","10.3"
"Gonorrhea","2011","Nebraska","31","823","88.8"
"Gonorrhea","2011","Nevada","32","879","65.4"
"Gonorrhea","2011","New Hampshire","33","59","8.8"
"Gonorrhea","2010","Montana","30","56","11.3"
"Gonorrhea","2010","Nebraska","31","675","73.3"
"Gonorrhea","2010","Nevada","32","830","62.0"
"Gonorrhea","2010","New Hampshire","33","59","8.8"
"Gonorrhea","2009","Montana","30","46","9.5"
"Gonorrhea","2009","Nebraska","31","821","90.9"
"Gonorrhea","2008","Montana","30","92","19.1"
