"Date Printed: Friday, April 24, 2026 6:20:38 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2024 and 2025 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Small numbers and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category are adjusted for missing information. See Technical notes for more details on data availability and stratifications.
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"HIV diagnoses","2018","Mississippi","28","105","8.2"
"HIV diagnoses","2018","Missouri","29","83","3.1"
"HIV diagnoses","2018","Montana","30","3","0.7"
"HIV diagnoses","2018","Nebraska","31","7","0.9"
"HIV diagnoses","2018","Nevada","32","61","4.8"
"HIV diagnoses","2018","New Hampshire","33","8","1.3"
"HIV diagnoses","2018","New Jersey","34","218","5.6"
"HIV diagnoses","2018","New Mexico","35","21","2.4"
"HIV diagnoses","2018","New York","36","498","5.8"
"HIV diagnoses","2018","North Carolina","37","234","5.2"
"HIV diagnoses","2018","North Dakota","38","14","4.6"
"HIV diagnoses","2018","Ohio","39","171","3.4"
"HIV diagnoses","2018","Oklahoma","40","49","3.0"
"HIV diagnoses","2018","Oregon","41","34","1.9"
"HIV diagnoses","2018","Pennsylvania","42","226","4.0"
"HIV diagnoses","2018","Rhode Island","44","13","2.7"
"HIV diagnoses","2018","South Carolina","45","162","7.3"
"HIV diagnoses","2018","South Dakota","46","4","1.1"
"HIV diagnoses","2018","Tennessee","47","135","4.6"
"HIV diagnoses","2018","Texas","48","783","6.6"
"HIV diagnoses","2018","Utah","49","10","0.8"
"HIV diagnoses","2018","Vermont","50","3","1.1"
"HIV diagnoses","2018","Virginia","51","173","4.7"
"HIV diagnoses","2018","Washington","53","132","4.2"
"HIV diagnoses","2018","West Virginia","54","23","2.9"
"HIV diagnoses","2018","Wisconsin","55","25","1.0"
"HIV diagnoses","2018","Wyoming","56","1","0.4"
"HIV diagnoses","2017","Alabama","01","136","6.4"
"HIV diagnoses","2017","Alaska","02","8","2.8"
"HIV diagnoses","2017","Arizona","04","97","3.3"
"HIV diagnoses","2017","Arkansas","05","47","3.7"
"HIV diagnoses","2017","California","06","549","3.3"
"HIV diagnoses","2017","Colorado","08","41","1.7"
"HIV diagnoses","2017","Connecticut","09","75","4.7"
"HIV diagnoses","2017","Delaware","10","35","8.3"
"HIV diagnoses","2017","District of Columbia","11","70","22.0"
"HIV diagnoses","2017","Florida","12","923","10.0"
"HIV diagnoses","2017","Georgia","13","549","12.3"
"HIV diagnoses","2017","Hawaii","15","6","1.0"
"HIV diagnoses","2017","Idaho","16","4","0.6"
"HIV diagnoses","2017","Illinois","17","228","4.1"
"HIV diagnoses","2017","Indiana","18","107","3.8"
"HIV diagnoses","2017","Iowa","19","24","1.8"
"HIV diagnoses","2017","Kansas","20","26","2.1"
"HIV diagnoses","2017","Kentucky","21","70","3.7"
"HIV diagnoses","2017","Louisiana","22","234","11.7"
"HIV diagnoses","2017","Maine","23","4","0.7"
"HIV diagnoses","2017","Maryland","24","277","10.5"
"HIV diagnoses","2017","Massachusetts","25","151","4.9"
"HIV diagnoses","2017","Michigan","26","140","3.2"
"HIV diagnoses","2017","Minnesota","27","70","3.0"
"HIV diagnoses","2017","Mississippi","28","105","8.1"
"HIV diagnoses","2017","Missouri","29","99","3.8"
"HIV diagnoses","2017","Montana","30","2","0.5"
"HIV diagnoses","2017","Nebraska","31","15","1.9"
"HIV diagnoses","2017","Nevada","32","60","4.8"
"HIV diagnoses","2017","New Hampshire","33","8","1.3"
"HIV diagnoses","2017","New Jersey","34","261","6.8"
"HIV diagnoses","2017","New Mexico","35","19","2.1"
"HIV diagnoses","2017","New York","36","562","6.5"
"HIV diagnoses","2017","North Carolina","37","252","5.6"
"HIV diagnoses","2017","North Dakota","38","7","2.3"
"HIV diagnoses","2017","Ohio","39","177","3.5"
"HIV diagnoses","2017","Oklahoma","40","50","3.0"
"HIV diagnoses","2017","Oregon","41","37","2.1"
"HIV diagnoses","2017","Pennsylvania","42","234","4.2"
"HIV diagnoses","2017","Rhode Island","44","16","3.4"
"HIV diagnoses","2017","South Carolina","45","158","7.2"
"HIV diagnoses","2017","South Dakota","46","9","2.5"
"HIV diagnoses","2017","Tennessee","47","127","4.4"
"HIV diagnoses","2017","Texas","48","751","6.5"
"HIV diagnoses","2017","Utah","49","11","0.9"
"HIV diagnoses","2017","Vermont","50","6","2.2"
"HIV diagnoses","2017","Virginia","51","184","5.0"
"HIV diagnoses","2017","Washington","53","91","2.9"
"HIV diagnoses","2017","West Virginia","54","11","1.4"
"HIV diagnoses","2017","Wisconsin","55","39","1.6"
"HIV diagnoses","2017","Wyoming","56","1","0.4"
"HIV diagnoses","2016","Alabama","01","141","6.6"
"HIV diagnoses","2016","Alaska","02","8","2.8"
"HIV diagnoses","2016","Arizona","04","98","3.4"
"HIV diagnoses","2016","Arkansas","05","46","3.6"
"HIV diagnoses","2016","California","06","606","3.7"
"HIV diagnoses","2016","Colorado","08","46","2.0"
"HIV diagnoses","2016","Connecticut","09","52","3.3"
"HIV diagnoses","2016","Delaware","10","26","6.2"
"HIV diagnoses","2016","District of Columbia","11","89","28.4"
"HIV diagnoses","2016","Florida","12","950","10.5"
"HIV diagnoses","2016","Georgia","13","492","11.2"
"HIV diagnoses","2016","Hawaii","15","9","1.5"
"HIV diagnoses","2016","Idaho","16","8","1.2"
"HIV diagnoses","2016","Illinois","17","241","4.4"
"HIV diagnoses","2016","Indiana","18","104","3.7"
"HIV diagnoses","2016","Iowa","19","28","2.1"
"HIV diagnoses","2016","Kansas","20","26","2.2"
"HIV diagnoses","2016","Kentucky","21","51","2.7"
"HIV diagnoses","2016","Louisiana","22","293","14.7"
"HIV diagnoses","2016","Maine","23","21","3.5"
"HIV diagnoses","2016","Maryland","24","306","11.7"
"HIV diagnoses","2016","Massachusetts","25","167","5.5"
"HIV diagnoses","2016","Michigan","26","116","2.7"
"HIV diagnoses","2016","Minnesota","27","66","2.8"
"HIV diagnoses","2016","Mississippi","28","97","7.5"
"HIV diagnoses","2016","Missouri","29","99","3.8"
"HIV diagnoses","2016","Montana","30","1","0.2"
"HIV diagnoses","2016","Nebraska","31","14","1.8"
"HIV diagnoses","2016","Nevada","32","71","5.8"
"HIV diagnoses","2016","New Hampshire","33","13","2.2"
"HIV diagnoses","2016","New Jersey","34","280","7.3"
"HIV diagnoses","2016","New Mexico","35","17","1.9"
"HIV diagnoses","2016","New York","36","584","6.8"
"HIV diagnoses","2016","North Carolina","37","250","5.7"
"HIV diagnoses","2016","North Dakota","38","18","5.9"
"HIV diagnoses","2016","Ohio","39","190","3.8"
"HIV diagnoses","2016","Oklahoma","40","54","3.3"
"HIV diagnoses","2016","Oregon","41","27","1.5"
"HIV diagnoses","2016","Pennsylvania","42","252","4.5"
"HIV diagnoses","2016","Rhode Island","44","18","3.8"
"HIV diagnoses","2016","South Carolina","45","154","7.1"
"HIV diagnoses","2016","South Dakota","46","7","2.0"
"HIV diagnoses","2016","Tennessee","47","123","4.3"
"HIV diagnoses","2016","Texas","48","779","6.8"
"HIV diagnoses","2016","Utah","49","20","1.7"
"HIV diagnoses","2016","Vermont","50","0","0.0"
"HIV diagnoses","2016","Virginia","51","170","4.7"
"HIV diagnoses","2016","Washington","53","93","3.0"
"HIV diagnoses","2016","West Virginia","54","13","1.6"
"HIV diagnoses","2016","Wisconsin","55","32","1.3"
"HIV diagnoses","2016","Wyoming","56","2","0.8"
"HIV diagnoses","2015","Alabama","01","146","6.9"
"HIV diagnoses","2015","Alaska","02","5","1.8"
"HIV diagnoses","2015","Arizona","04","92","3.2"
"HIV diagnoses","2015","Arkansas","05","51","4.0"
"HIV diagnoses","2015","California","06","528","3.2"
"HIV diagnoses","2015","Colorado","08","51","2.2"
"HIV diagnoses","2015","Connecticut","09","67","4.2"
"HIV diagnoses","2015","Delaware","10","19","4.6"
"HIV diagnoses","2015","District of Columbia","11","94","30.3"
"HIV diagnoses","2015","Florida","12","912","10.2"
"HIV diagnoses","2015","Georgia","13","490","11.3"
"HIV diagnoses","2015","Hawaii","15","9","1.5"
"HIV diagnoses","2015","Idaho","16","5","0.7"
"HIV diagnoses","2015","Illinois","17","244","4.4"
"HIV diagnoses","2015","Indiana","18","149","5.3"
"HIV diagnoses","2015","Iowa","19","26","2.0"
"HIV diagnoses","2015","Kansas","20","26","2.2"
"HIV diagnoses","2015","Kentucky","21","54","2.9"
"HIV diagnoses","2015","Louisiana","22","263","13.2"
"HIV diagnoses","2015","Maine","23","9","1.5"
"HIV diagnoses","2015","Maryland","24","316","12.1"
"HIV diagnoses","2015","Massachusetts","25","157","5.2"
"HIV diagnoses","2015","Michigan","26","129","3.0"
"HIV diagnoses","2015","Minnesota","27","69","3.0"
"HIV diagnoses","2015","Mississippi","28","106","8.3"
"HIV diagnoses","2015","Missouri","29","72","2.8"
"HIV diagnoses","2015","Montana","30","1","0.2"
"HIV diagnoses","2015","Nebraska","31","12","1.5"
"HIV diagnoses","2015","Nevada","32","61","5.1"
"HIV diagnoses","2015","New Hampshire","33","2","0.3"
"HIV diagnoses","2015","New Jersey","34","280","7.3"
"HIV diagnoses","2015","New Mexico","35","8","0.9"
"HIV diagnoses","2015","New York","36","604","7.0"
"HIV diagnoses","2015","North Carolina","37","257","5.9"
"HIV diagnoses","2015","North Dakota","38","6","2.0"
"HIV diagnoses","2015","Ohio","39","179","3.6"
"HIV diagnoses","2015","Oklahoma","40","44","2.7"
"HIV diagnoses","2015","Oregon","41","24","1.4"
"HIV diagnoses","2015","Pennsylvania","42","249","4.4"
"HIV diagnoses","2015","Rhode Island","44","17","3.6"
"HIV diagnoses","2015","South Carolina","45","135","6.3"
"HIV diagnoses","2015","South Dakota","46","7","2.0"
"HIV diagnoses","2015","Tennessee","47","143","5.0"
"HIV diagnoses","2015","Texas","48","834","7.4"
"HIV diagnoses","2015","Utah","49","12","1.0"
"HIV diagnoses","2015","Vermont","50","5","1.8"
"HIV diagnoses","2015","Virginia","51","191","5.3"
"HIV diagnoses","2015","Washington","53","73","2.4"
"HIV diagnoses","2015","West Virginia","54","14","1.7"
"HIV diagnoses","2015","Wisconsin","55","27","1.1"
"HIV diagnoses","2015","Wyoming","56","2","0.8"
"HIV diagnoses","2014","Alabama","01","130","6.2"
"HIV diagnoses","2014","Alaska","02","7","2.5"
"HIV diagnoses","2014","Arizona","04","110","3.9"
"HIV diagnoses","2014","Arkansas","05","46","3.6"
"HIV diagnoses","2014","California","06","576","3.6"
"HIV diagnoses","2014","Colorado","08","48","2.2"
"HIV diagnoses","2014","Connecticut","09","76","4.8"
"HIV diagnoses","2014","Delaware","10","44","10.7"
"HIV diagnoses","2014","District of Columbia","11","79","26.0"
"HIV diagnoses","2014","Florida","12","919","10.5"
"HIV diagnoses","2014","Georgia","13","444","10.4"
"HIV diagnoses","2014","Hawaii","15","9","1.5"
"HIV diagnoses","2014","Idaho","16","0","0.0"
"HIV diagnoses","2014","Illinois","17","246","4.5"
"HIV diagnoses","2014","Indiana","18","87","3.1"
"HIV diagnoses","2014","Iowa","19","17","1.3"
"HIV diagnoses","2014","Kansas","20","27","2.2"
"HIV diagnoses","2014","Kentucky","21","57","3.0"
"HIV diagnoses","2014","Louisiana","22","310","15.7"
"HIV diagnoses","2014","Maine","23","19","3.2"
"HIV diagnoses","2014","Maryland","24","363","14.0"
"HIV diagnoses","2014","Massachusetts","25","165","5.5"
"HIV diagnoses","2014","Michigan","26","142","3.3"
"HIV diagnoses","2014","Minnesota","27","67","2.9"
"HIV diagnoses","2014","Mississippi","28","109","8.5"
"HIV diagnoses","2014","Missouri","29","76","2.9"
"HIV diagnoses","2014","Montana","30","3","0.7"
"HIV diagnoses","2014","Nebraska","31","10","1.3"
"HIV diagnoses","2014","Nevada","32","52","4.5"
"HIV diagnoses","2014","New Hampshire","33","7","1.2"
"HIV diagnoses","2014","New Jersey","34","308","8.0"
"HIV diagnoses","2014","New Mexico","35","18","2.1"
"HIV diagnoses","2014","New York","36","687","7.9"
"HIV diagnoses","2014","North Carolina","37","263","6.1"
"HIV diagnoses","2014","North Dakota","38","3","1.0"
"HIV diagnoses","2014","Ohio","39","128","2.6"
"HIV diagnoses","2014","Oklahoma","40","51","3.2"
"HIV diagnoses","2014","Oregon","41","22","1.3"
"HIV diagnoses","2014","Pennsylvania","42","245","4.4"
"HIV diagnoses","2014","Rhode Island","44","16","3.4"
"HIV diagnoses","2014","South Carolina","45","136","6.5"
"HIV diagnoses","2014","South Dakota","46","11","3.2"
"HIV diagnoses","2014","Tennessee","47","159","5.6"
"HIV diagnoses","2014","Texas","48","807","7.3"
"HIV diagnoses","2014","Utah","49","16","1.4"
"HIV diagnoses","2014","Vermont","50","5","1.8"
"HIV diagnoses","2014","Virginia","51","191","5.4"
"HIV diagnoses","2014","Washington","53","75","2.5"
"HIV diagnoses","2014","West Virginia","54","15","1.9"
"HIV diagnoses","2014","Wisconsin","55","29","1.2"
"HIV diagnoses","2014","Wyoming","56","2","0.8"
"HIV diagnoses","2013","Alabama","01","136","6.5"
"HIV diagnoses","2013","Alaska","02","6","2.1"
"HIV diagnoses","2013","Arizona","04","86","3.1"
"HIV diagnoses","2013","Arkansas","05","59","4.7"
"HIV diagnoses","2013","California","06","506","3.2"
"HIV diagnoses","2013","Colorado","08","41","1.9"
"HIV diagnoses","2013","Connecticut","09","67","4.2"
"HIV diagnoses","2013","Delaware","10","29","7.2"
"HIV diagnoses","2013","District of Columbia","11","121","40.4"
"HIV diagnoses","2013","Florida","12","1,016","11.8"
"HIV diagnoses","2013","Georgia","13","447","10.6"
"HIV diagnoses","2013","Hawaii","15","6","1.0"
"HIV diagnoses","2013","Idaho","16","2","0.3"
"HIV diagnoses","2013","Illinois","17","277","5.0"
"HIV diagnoses","2013","Indiana","18","85","3.1"
"HIV diagnoses","2013","Iowa","19","32","2.5"
"HIV diagnoses","2013","Kansas","20","22","1.8"
"HIV diagnoses","2013","Kentucky","21","60","3.2"
"HIV diagnoses","2013","Louisiana","22","276","14.0"
"HIV diagnoses","2013","Maine","23","14","2.4"
"HIV diagnoses","2013","Maryland","24","362","14.0"
"HIV diagnoses","2013","Massachusetts","25","171","5.7"
"HIV diagnoses","2013","Michigan","26","125","2.9"
"HIV diagnoses","2013","Minnesota","27","74","3.3"
"HIV diagnoses","2013","Mississippi","28","112","8.8"
"HIV diagnoses","2013","Missouri","29","75","2.9"
"HIV diagnoses","2013","Montana","30","2","0.5"
"HIV diagnoses","2013","Nebraska","31","15","1.9"
"HIV diagnoses","2013","Nevada","32","57","5.0"
"HIV diagnoses","2013","New Hampshire","33","8","1.4"
"HIV diagnoses","2013","New Jersey","34","301","7.8"
"HIV diagnoses","2013","New Mexico","35","18","2.1"
"HIV diagnoses","2013","New York","36","649","7.5"
"HIV diagnoses","2013","North Carolina","37","247","5.8"
"HIV diagnoses","2013","North Dakota","38","4","1.4"
"HIV diagnoses","2013","Ohio","39","174","3.5"
"HIV diagnoses","2013","Oklahoma","40","47","2.9"
"HIV diagnoses","2013","Oregon","41","27","1.6"
"HIV diagnoses","2013","Pennsylvania","42","262","4.7"
"HIV diagnoses","2013","Rhode Island","44","17","3.6"
"HIV diagnoses","2013","South Carolina","45","168","8.1"
"HIV diagnoses","2013","South Dakota","46","10","2.9"
"HIV diagnoses","2013","Tennessee","47","147","5.2"
"HIV diagnoses","2013","Texas","48","808","7.5"
"HIV diagnoses","2013","Utah","49","15","1.3"
"HIV diagnoses","2013","Vermont","50","1","0.4"
"HIV diagnoses","2013","Virginia","51","181","5.1"
"HIV diagnoses","2013","Washington","53","69","2.4"
"HIV diagnoses","2013","West Virginia","54","14","1.7"
"HIV diagnoses","2013","Wisconsin","55","38","1.6"
"HIV diagnoses","2013","Wyoming","56","2","0.8"
"HIV diagnoses","2012","Alabama","01","131","6.3"
"HIV diagnoses","2012","Alaska","02","9","3.2"
"HIV diagnoses","2012","Arizona","04","89","3.3"
"HIV diagnoses","2012","Arkansas","05","43","3.4"
"HIV diagnoses","2012","California","06","538","3.4"
"HIV diagnoses","2012","Colorado","08","53","2.5"
"HIV diagnoses","2012","Connecticut","09","72","4.6"
"HIV diagnoses","2012","Delaware","10","38","9.5"
"HIV diagnoses","2012","District of Columbia","11","156","53.0"
"HIV diagnoses","2012","Florida","12","978","11.5"
"HIV diagnoses","2012","Georgia","13","546","13.0"
"HIV diagnoses","2012","Hawaii","15","11","1.9"
"HIV diagnoses","2012","Idaho","16","5","0.8"
"HIV diagnoses","2012","Illinois","17","289","5.3"
"HIV diagnoses","2012","Indiana","18","91","3.3"
"HIV diagnoses","2012","Iowa","19","19","1.5"
"HIV diagnoses","2012","Kansas","20","27","2.3"
"HIV diagnoses","2012","Kentucky","21","55","2.9"
"HIV diagnoses","2012","Louisiana","22","294","15.0"
"HIV diagnoses","2012","Maine","23","14","2.4"
"HIV diagnoses","2012","Maryland","24","358","14.0"
"HIV diagnoses","2012","Massachusetts","25","182","6.2"
"HIV diagnoses","2012","Michigan","26","144","3.4"
"HIV diagnoses","2012","Minnesota","27","62","2.7"
"HIV diagnoses","2012","Mississippi","28","90","7.1"
"HIV diagnoses","2012","Missouri","29","84","3.3"
"HIV diagnoses","2012","Montana","30","4","0.9"
"HIV diagnoses","2012","Nebraska","31","12","1.6"
"HIV diagnoses","2012","Nevada","32","46","4.1"
"HIV diagnoses","2012","New Hampshire","33","11","1.9"
"HIV diagnoses","2012","New Jersey","34","321","8.4"
"HIV diagnoses","2012","New Mexico","35","10","1.1"
"HIV diagnoses","2012","New York","36","756","8.8"
"HIV diagnoses","2012","North Carolina","37","274","6.5"
"HIV diagnoses","2012","North Dakota","38","3","1.0"
"HIV diagnoses","2012","Ohio","39","174","3.5"
"HIV diagnoses","2012","Oklahoma","40","47","3.0"
"HIV diagnoses","2012","Oregon","41","30","1.8"
"HIV diagnoses","2012","Pennsylvania","42","352","6.3"
"HIV diagnoses","2012","Rhode Island","44","19","4.0"
"HIV diagnoses","2012","South Carolina","45","153","7.5"
"HIV diagnoses","2012","South Dakota","46","9","2.6"
"HIV diagnoses","2012","Tennessee","47","193","6.9"
"HIV diagnoses","2012","Texas","48","814","7.6"
"HIV diagnoses","2012","Utah","49","18","1.6"
"HIV diagnoses","2012","Vermont","50","4","1.5"
"HIV diagnoses","2012","Virginia","51","186","5.3"
"HIV diagnoses","2012","Washington","53","78","2.7"
"HIV diagnoses","2012","West Virginia","54","15","1.9"
"HIV diagnoses","2012","Wisconsin","55","44","1.8"
"HIV diagnoses","2012","Wyoming","56","1","0.4"
"HIV diagnoses","2011","Alabama","01","152","7.3"
"HIV diagnoses","2011","Alaska","02","6","2.1"
"HIV diagnoses","2011","Arizona","04","73","2.7"
"HIV diagnoses","2011","Arkansas","05","49","3.9"
"HIV diagnoses","2011","California","06","555","3.5"
"HIV diagnoses","2011","Colorado","08","46","2.2"
"HIV diagnoses","2011","Connecticut","09","93","5.9"
"HIV diagnoses","2011","Delaware","10","29","7.3"
"HIV diagnoses","2011","District of Columbia","11","174","60.4"
"HIV diagnoses","2011","Florida","12","1,101","13.2"
"HIV diagnoses","2011","Georgia","13","581","14.1"
"HIV diagnoses","2011","Hawaii","15","10","1.7"
"HIV diagnoses","2011","Idaho","16","6","0.9"
"HIV diagnoses","2011","Illinois","17","313","5.7"
"HIV diagnoses","2011","Indiana","18","77","2.8"
"HIV diagnoses","2011","Iowa","19","20","1.5"
"HIV diagnoses","2011","Kansas","20","21","1.8"
"HIV diagnoses","2011","Kentucky","21","46","2.5"
"HIV diagnoses","2011","Louisiana","22","348","17.9"
"HIV diagnoses","2011","Maine","23","10","1.7"
"HIV diagnoses","2011","Maryland","24","401","15.8"
"HIV diagnoses","2011","Massachusetts","25","190","6.5"
"HIV diagnoses","2011","Michigan","26","158","3.7"
"HIV diagnoses","2011","Minnesota","27","77","3.4"
"HIV diagnoses","2011","Mississippi","28","132","10.4"
"HIV diagnoses","2011","Missouri","29","76","3.0"
"HIV diagnoses","2011","Montana","30","4","1.0"
"HIV diagnoses","2011","Nebraska","31","10","1.3"
"HIV diagnoses","2011","Nevada","32","52","4.7"
"HIV diagnoses","2011","New Hampshire","33","7","1.2"
"HIV diagnoses","2011","New Jersey","34","305","8.0"
"HIV diagnoses","2011","New Mexico","35","20","2.3"
"HIV diagnoses","2011","New York","36","892","10.4"
"HIV diagnoses","2011","North Carolina","37","324","7.8"
"HIV diagnoses","2011","North Dakota","38","2","0.7"
"HIV diagnoses","2011","Ohio","39","217","4.4"
"HIV diagnoses","2011","Oklahoma","40","57","3.6"
"HIV diagnoses","2011","Oregon","41","25","1.5"
"HIV diagnoses","2011","Pennsylvania","42","309","5.5"
"HIV diagnoses","2011","Rhode Island","44","15","3.2"
"HIV diagnoses","2011","South Carolina","45","173","8.6"
"HIV diagnoses","2011","South Dakota","46","6","1.8"
"HIV diagnoses","2011","Tennessee","47","203","7.4"
"HIV diagnoses","2011","Texas","48","878","8.4"
"HIV diagnoses","2011","Utah","49","17","1.6"
"HIV diagnoses","2011","Vermont","50","1","0.4"
"HIV diagnoses","2011","Virginia","51","181","5.2"
"HIV diagnoses","2011","Washington","53","66","2.3"
"HIV diagnoses","2011","West Virginia","54","15","1.9"
"HIV diagnoses","2011","Wisconsin","55","47","1.9"
"HIV diagnoses","2011","Wyoming","56","2","0.9"
"HIV diagnoses","2010","Alabama","01","183","8.8"
"HIV diagnoses","2010","Alaska","02","11","4.0"
"HIV diagnoses","2010","Arizona","04","70","2.6"
"HIV diagnoses","2010","Arkansas","05","35","2.8"
"HIV diagnoses","2010","California","06","638","4.1"
"HIV diagnoses","2010","Colorado","08","59","2.8"
"HIV diagnoses","2010","Connecticut","09","112","7.2"
"HIV diagnoses","2010","Delaware","10","27","6.9"
"HIV diagnoses","2010","District of Columbia","11","224","79.2"
"HIV diagnoses","2010","Florida","12","1,165","14.1"
"HIV diagnoses","2010","Georgia","13","636","15.6"
"HIV diagnoses","2010","Hawaii","15","12","2.1"
"HIV diagnoses","2010","Idaho","16","10","1.6"
"HIV diagnoses","2010","Illinois","17","300","5.5"
"HIV diagnoses","2010","Indiana","18","97","3.5"
"HIV diagnoses","2010","Iowa","19","19","1.5"
"HIV diagnoses","2010","Kansas","20","20","1.7"
"HIV diagnoses","2010","Kentucky","21","71","3.8"
"HIV diagnoses","2010","Louisiana","22","316","16.4"
"HIV diagnoses","2010","Maine","23","9","1.5"
"HIV diagnoses","2010","Maryland","24","556","22.1"
"HIV diagnoses","2010","Massachusetts","25","201","6.9"
"HIV diagnoses","2010","Michigan","26","150","3.5"
"HIV diagnoses","2010","Minnesota","27","71","3.2"
"HIV diagnoses","2010","Mississippi","28","110","8.7"
"HIV diagnoses","2010","Missouri","29","105","4.1"
"HIV diagnoses","2010","Montana","30","3","0.7"
"HIV diagnoses","2010","Nebraska","31","24","3.2"
"HIV diagnoses","2010","Nevada","32","61","5.5"
"HIV diagnoses","2010","New Hampshire","33","5","0.9"
"HIV diagnoses","2010","New Jersey","34","370","9.7"
"HIV diagnoses","2010","New Mexico","35","21","2.4"
"HIV diagnoses","2010","New York","36","943","11.1"
"HIV diagnoses","2010","North Carolina","37","348","8.5"
"HIV diagnoses","2010","North Dakota","38","5","1.8"
"HIV diagnoses","2010","Ohio","39","165","3.3"
"HIV diagnoses","2010","Oklahoma","40","48","3.1"
"HIV diagnoses","2010","Oregon","41","27","1.7"
"HIV diagnoses","2010","Pennsylvania","42","350","6.3"
"HIV diagnoses","2010","Rhode Island","44","26","5.5"
"HIV diagnoses","2010","South Carolina","45","190","9.5"
"HIV diagnoses","2010","South Dakota","46","13","3.9"
"HIV diagnoses","2010","Tennessee","47","197","7.2"
"HIV diagnoses","2010","Texas","48","973","9.5"
"HIV diagnoses","2010","Utah","49","12","1.1"
"HIV diagnoses","2010","Vermont","50","2","0.7"
"HIV diagnoses","2010","Virginia","51","236","6.9"
"HIV diagnoses","2010","Washington","53","66","2.3"
"HIV diagnoses","2010","West Virginia","54","10","1.2"
"HIV diagnoses","2010","Wisconsin","55","45","1.9"
"HIV diagnoses","2010","Wyoming","56","3","1.3"
"HIV diagnoses","2009","Alabama","01","160","7.9"
"HIV diagnoses","2009","Alaska","02","9","3.3"
