"Date Printed: Monday, April 13, 2026 4:06:03 PM"
Title: "Primary and Secondary Syphilis | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | All age groups | All transmission categories""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Primary and Secondary Syphilis","2011","Nebraska","31","10","0.5"
"Primary and Secondary Syphilis","2011","Nevada","32","136","5.0"
"Primary and Secondary Syphilis","2011","New Hampshire","33","18","1.4"
"Primary and Secondary Syphilis","2011","New Jersey","34","232","2.6"
"Primary and Secondary Syphilis","2011","New Mexico","35","71","3.4"
"Primary and Secondary Syphilis","2011","New York","36","1,083","5.6"
"Primary and Secondary Syphilis","2011","North Carolina","37","431","4.5"
"Primary and Secondary Syphilis","2011","North Dakota","38","1","0.1"
"Primary and Secondary Syphilis","2011","Ohio","39","440","3.8"
"Primary and Secondary Syphilis","2011","Oklahoma","40","84","2.2"
"Primary and Secondary Syphilis","2011","Oregon","41","97","2.5"
"Primary and Secondary Syphilis","2011","Pennsylvania","42","373","2.9"
"Primary and Secondary Syphilis","2011","Rhode Island","44","46","4.4"
"Primary and Secondary Syphilis","2011","South Carolina","45","221","4.7"
"Primary and Secondary Syphilis","2011","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2011","Tennessee","47","278","4.3"
"Primary and Secondary Syphilis","2011","Texas","48","1,169","4.6"
"Primary and Secondary Syphilis","2011","Utah","49","14","0.5"
"Primary and Secondary Syphilis","2011","Vermont","50","9","1.4"
"Primary and Secondary Syphilis","2011","Virginia","51","213","2.6"
"Primary and Secondary Syphilis","2011","Washington","53","328","4.8"
"Primary and Secondary Syphilis","2011","West Virginia","54","4","0.2"
"Primary and Secondary Syphilis","2011","Wisconsin","55","65","1.1"
"Primary and Secondary Syphilis","2011","Wyoming","56","0","0.0"
"Primary and Secondary Syphilis","2010","Alabama","01","260","5.4"
"Primary and Secondary Syphilis","2010","Alaska","02","3","0.4"
"Primary and Secondary Syphilis","2010","Arizona","04","230","3.6"
"Primary and Secondary Syphilis","2010","Arkansas","05","205","7.0"
"Primary and Secondary Syphilis","2010","California","06","2,065","5.5"
"Primary and Secondary Syphilis","2010","Colorado","08","138","2.7"
"Primary and Secondary Syphilis","2010","Connecticut","09","98","2.7"
"Primary and Secondary Syphilis","2010","Delaware","10","9","1.0"
"Primary and Secondary Syphilis","2010","District of Columbia","11","134","22.1"
"Primary and Secondary Syphilis","2010","Florida","12","1,184","6.3"
"Primary and Secondary Syphilis","2010","Georgia","13","795","8.2"
"Primary and Secondary Syphilis","2010","Hawaii","15","35","2.6"
"Primary and Secondary Syphilis","2010","Idaho","16","6","0.4"
"Primary and Secondary Syphilis","2010","Illinois","17","908","7.1"
"Primary and Secondary Syphilis","2010","Indiana","18","175","2.7"
"Primary and Secondary Syphilis","2010","Iowa","19","19","0.6"
"Primary and Secondary Syphilis","2010","Kansas","20","19","0.7"
"Primary and Secondary Syphilis","2010","Kentucky","21","139","3.2"
"Primary and Secondary Syphilis","2010","Louisiana","22","546","12.0"
"Primary and Secondary Syphilis","2010","Maine","23","32","2.4"
"Primary and Secondary Syphilis","2010","Maryland","24","328","5.7"
"Primary and Secondary Syphilis","2010","Massachusetts","25","285","4.3"
"Primary and Secondary Syphilis","2010","Michigan","26","235","2.4"
"Primary and Secondary Syphilis","2010","Minnesota","27","149","2.8"
"Primary and Secondary Syphilis","2010","Mississippi","28","228","7.7"
"Primary and Secondary Syphilis","2010","Missouri","29","152","2.5"
"Primary and Secondary Syphilis","2010","Montana","30","3","0.3"
"Primary and Secondary Syphilis","2010","Nebraska","31","12","0.7"
"Primary and Secondary Syphilis","2010","Nevada","32","130","4.8"
"Primary and Secondary Syphilis","2010","New Hampshire","33","22","1.7"
"Primary and Secondary Syphilis","2010","New Jersey","34","244","2.8"
"Primary and Secondary Syphilis","2010","New Mexico","35","53","2.6"
"Primary and Secondary Syphilis","2010","New York","36","1,098","5.7"
"Primary and Secondary Syphilis","2010","North Carolina","37","396","4.1"
"Primary and Secondary Syphilis","2010","North Dakota","38","3","0.4"
"Primary and Secondary Syphilis","2010","Ohio","39","528","4.6"
"Primary and Secondary Syphilis","2010","Oklahoma","40","92","2.4"
"Primary and Secondary Syphilis","2010","Oregon","41","71","1.9"
"Primary and Secondary Syphilis","2010","Pennsylvania","42","369","2.9"
"Primary and Secondary Syphilis","2010","Rhode Island","44","41","3.9"
"Primary and Secondary Syphilis","2010","South Carolina","45","155","3.3"
"Primary and Secondary Syphilis","2010","South Dakota","46","4","0.5"
"Primary and Secondary Syphilis","2010","Tennessee","47","277","4.4"
"Primary and Secondary Syphilis","2010","Texas","48","1,230","4.9"
"Primary and Secondary Syphilis","2010","Utah","49","65","2.3"
"Primary and Secondary Syphilis","2010","Vermont","50","4","0.6"
"Primary and Secondary Syphilis","2010","Virginia","51","279","3.5"
"Primary and Secondary Syphilis","2010","Washington","53","266","3.9"
"Primary and Secondary Syphilis","2010","West Virginia","54","6","0.3"
"Primary and Secondary Syphilis","2010","Wisconsin","55","49","0.9"
"Primary and Secondary Syphilis","2010","Wyoming","56","0","0.0"
"Primary and Secondary Syphilis","2009","Alabama","01","417","8.9"
"Primary and Secondary Syphilis","2009","Alaska","02","0","0.0"
"Primary and Secondary Syphilis","2009","Arizona","04","231","3.5"
"Primary and Secondary Syphilis","2009","Arkansas","05","275","9.5"
"Primary and Secondary Syphilis","2009","California","06","1,900","5.2"
"Primary and Secondary Syphilis","2009","Colorado","08","105","2.1"
"Primary and Secondary Syphilis","2009","Connecticut","09","65","1.8"
"Primary and Secondary Syphilis","2009","Delaware","10","27","3.1"
"Primary and Secondary Syphilis","2009","District of Columbia","11","163","27.2"
"Primary and Secondary Syphilis","2009","Florida","12","1,041","5.6"
"Primary and Secondary Syphilis","2009","Georgia","13","953","9.7"
"Primary and Secondary Syphilis","2009","Hawaii","15","33","2.6"
"Primary and Secondary Syphilis","2009","Idaho","16","3","0.2"
"Primary and Secondary Syphilis","2009","Illinois","17","750","5.8"
"Primary and Secondary Syphilis","2009","Indiana","18","158","2.5"
"Primary and Secondary Syphilis","2009","Iowa","19","23","0.8"
"Primary and Secondary Syphilis","2009","Kansas","20","32","1.1"
"Primary and Secondary Syphilis","2009","Kentucky","21","92","2.1"
"Primary and Secondary Syphilis","2009","Louisiana","22","741","16.5"
"Primary and Secondary Syphilis","2009","Maine","23","4","0.3"
"Primary and Secondary Syphilis","2009","Maryland","24","314","5.5"
"Primary and Secondary Syphilis","2009","Massachusetts","25","238","3.6"
"Primary and Secondary Syphilis","2009","Michigan","26","230","2.3"
"Primary and Secondary Syphilis","2009","Minnesota","27","71","1.3"
"Primary and Secondary Syphilis","2009","Mississippi","28","237","8.0"
"Primary and Secondary Syphilis","2009","Missouri","29","173","2.9"
"Primary and Secondary Syphilis","2009","Montana","30","4","0.4"
"Primary and Secondary Syphilis","2009","Nebraska","31","5","0.3"
"Primary and Secondary Syphilis","2009","Nevada","32","91","3.4"
"Primary and Secondary Syphilis","2009","New Hampshire","33","14","1.1"
"Primary and Secondary Syphilis","2009","New Jersey","34","212","2.4"
"Primary and Secondary Syphilis","2009","New Mexico","35","61","3.0"
"Primary and Secondary Syphilis","2009","New York","36","1,182","6.1"
"Primary and Secondary Syphilis","2009","North Carolina","37","579","6.2"
"Primary and Secondary Syphilis","2009","North Dakota","38","4","0.6"
"Primary and Secondary Syphilis","2009","Ohio","39","360","3.1"
"Primary and Secondary Syphilis","2009","Oklahoma","40","97","2.6"
"Primary and Secondary Syphilis","2009","Oregon","41","57","1.5"
"Primary and Secondary Syphilis","2009","Pennsylvania","42","341","2.7"
"Primary and Secondary Syphilis","2009","Rhode Island","44","20","1.9"
"Primary and Secondary Syphilis","2009","South Carolina","45","123","2.7"
"Primary and Secondary Syphilis","2009","South Dakota","46","0","0.0"
"Primary and Secondary Syphilis","2009","Tennessee","47","403","6.4"
"Primary and Secondary Syphilis","2009","Texas","48","1,644","6.6"
"Primary and Secondary Syphilis","2009","Utah","49","31","1.1"
"Primary and Secondary Syphilis","2009","Vermont","50","0","0.0"
"Primary and Secondary Syphilis","2009","Virginia","51","299","3.8"
"Primary and Secondary Syphilis","2009","Washington","53","139","2.1"
"Primary and Secondary Syphilis","2009","West Virginia","54","8","0.4"
"Primary and Secondary Syphilis","2009","Wisconsin","55","44","0.8"
"Primary and Secondary Syphilis","2009","Wyoming","56","3","0.6"
"Primary and Secondary Syphilis","2008","Alabama","01","449","9.6"
"Primary and Secondary Syphilis","2008","Alaska","02","1","0.1"
"Primary and Secondary Syphilis","2008","Arizona","04","317","4.9"
"Primary and Secondary Syphilis","2008","Arkansas","05","206","7.2"
"Primary and Secondary Syphilis","2008","California","06","2,204","6.0"
"Primary and Secondary Syphilis","2008","Colorado","08","128","2.6"
"Primary and Secondary Syphilis","2008","Connecticut","09","34","1.0"
"Primary and Secondary Syphilis","2008","Delaware","10","16","1.8"
"Primary and Secondary Syphilis","2008","District of Columbia","11","146","24.7"
"Primary and Secondary Syphilis","2008","Florida","12","1,044","5.7"
"Primary and Secondary Syphilis","2008","Georgia","13","914","9.4"
"Primary and Secondary Syphilis","2008","Hawaii","15","29","2.3"
"Primary and Secondary Syphilis","2008","Idaho","16","7","0.5"
"Primary and Secondary Syphilis","2008","Illinois","17","554","4.3"
"Primary and Secondary Syphilis","2008","Indiana","18","140","2.2"
"Primary and Secondary Syphilis","2008","Iowa","19","16","0.5"
"Primary and Secondary Syphilis","2008","Kansas","20","30","1.1"
"Primary and Secondary Syphilis","2008","Kentucky","21","93","2.2"
"Primary and Secondary Syphilis","2008","Louisiana","22","707","15.9"
"Primary and Secondary Syphilis","2008","Maine","23","10","0.8"
"Primary and Secondary Syphilis","2008","Maryland","24","378","6.7"
"Primary and Secondary Syphilis","2008","Massachusetts","25","216","3.3"
"Primary and Secondary Syphilis","2008","Michigan","26","210","2.1"
"Primary and Secondary Syphilis","2008","Minnesota","27","116","2.2"
"Primary and Secondary Syphilis","2008","Mississippi","28","184","6.3"
"Primary and Secondary Syphilis","2008","Missouri","29","224","3.8"
"Primary and Secondary Syphilis","2008","Montana","30","7","0.7"
"Primary and Secondary Syphilis","2008","Nebraska","31","15","0.8"
"Primary and Secondary Syphilis","2008","Nevada","32","77","2.9"
"Primary and Secondary Syphilis","2008","New Hampshire","33","20","1.5"
"Primary and Secondary Syphilis","2008","New Jersey","34","226","2.6"
"Primary and Secondary Syphilis","2008","New Mexico","35","44","2.2"
"Primary and Secondary Syphilis","2008","New York","36","1,217","6.3"
"Primary and Secondary Syphilis","2008","North Carolina","37","287","3.1"
"Primary and Secondary Syphilis","2008","North Dakota","38","0","0.0"
"Primary and Secondary Syphilis","2008","Ohio","39","351","3.0"
"Primary and Secondary Syphilis","2008","Oklahoma","40","86","2.4"
"Primary and Secondary Syphilis","2008","Oregon","41","26","0.7"
"Primary and Secondary Syphilis","2008","Pennsylvania","42","272","2.2"
"Primary and Secondary Syphilis","2008","Rhode Island","44","18","1.7"
"Primary and Secondary Syphilis","2008","South Carolina","45","98","2.2"
"Primary and Secondary Syphilis","2008","South Dakota","46","1","0.1"
"Primary and Secondary Syphilis","2008","Tennessee","47","413","6.6"
"Primary and Secondary Syphilis","2008","Texas","48","1,405","5.8"
"Primary and Secondary Syphilis","2008","Utah","49","25","0.9"
"Primary and Secondary Syphilis","2008","Vermont","50","11","1.8"
"Primary and Secondary Syphilis","2008","Virginia","51","266","3.4"
"Primary and Secondary Syphilis","2008","Washington","53","181","2.8"
"Primary and Secondary Syphilis","2008","West Virginia","54","13","0.7"
"Primary and Secondary Syphilis","2008","Wisconsin","55","65","1.2"
"Primary and Secondary Syphilis","2008","Wyoming","56","3","0.6"
