fips,year,chlamydia_rate,gonorrhea_rate,syphilis_rate,hiv_rate,state_abbrev,prep_users,prep_rate,male_prep_users,male_prep_rate,female_prep_users,female_prep_rate,age_le24_users,age_le24_rate,age_2534_users,age_2534_rate,age_3544_users,age_3544_rate,age_4554_users,age_4554_rate,black_prep_users,black_prep_rate,white_prep_users,white_prep_rate,hispanic_prep_users,hispanic_prep_rate,state,post_prep,grindr_index,male_ssp_share,chlamydia_rate_f,gonorrhea_rate_f,syphilis_rate_f,hiv_rate_f
53,2008,175.8,5.4,2.8,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,0,NA,2.4426901899089786,474.1,46.3,0.2,3.1
53,2009,169.2,4,2.1,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,0,NA,2.4426901899089786,471.8,28.4,0.2,2.8
53,2010,170,7.8,3.9,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,0,35,2.4426901899089786,461.9,30.8,0.1,2.3
53,2011,195.1,9.5,4.8,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington,0,59,2.4426901899089786,486,31.1,0.2,2.3
53,2012,213,8.5,4.4,14.5,WA,362,6,193,7,169,6,64,6,105,11,86,9,67,7,21,10,275,6,14,2,Washington,1,67,2.4426901899089786,499.4,35.6,0.3,2.7
53,2013,215.8,7.8,4.1,12.8,WA,340,6,223,8,117,4,37,3,106,11,80,9,59,6,9,4,268,6,20,3,Washington,1,65,2.4426901899089786,500.1,48.8,0.4,2.4
53,2014,238,9.3,4.9,12.3,WA,957,16,852,29,106,4,89,8,335,33,270,29,180,19,52,25,772,18,84,14,Washington,1,66,2.4426901899089786,515.1,70.9,0.5,2.5
53,2015,269.7,11.6,6.2,12.7,WA,2509,42,2340,78,168,6,246,22,920,88,686,74,464,49,123,56,2015,46,233,37,Washington,1,61,2.4426901899089786,531.3,78,0.8,2.4
53,2016,300.9,14.1,7.7,10.6,WA,4157,68,3870,127,287,9,429,39,1603,147,1038,110,731,77,212,94,3319,76,417,64,Washington,1,67,2.4426901899089786,555.9,80.7,1.4,3
53,2017,315.4,16.3,9.1,11.1,WA,5671,91,5332,172,337,11,651,59,2272,202,1406,144,902,96,248,106,4462,101,622,91,Washington,1,47,2.4426901899089786,553,94,1.9,2.9
53,2018,345.4,18.6,10.7,11.5,WA,7363,116,6913,220,445,14,840,75,3012,262,1834,183,1059,114,332,137,5722,128,821,116,Washington,1,42,2.4426901899089786,570.2,104.3,2.7,4.2
54,2008,92.5,1,0.7,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Virginia,0,NA,1.0776646053110222,269.2,46,0.4,1.6
54,2009,102.8,0.7,0.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Virginia,0,NA,1.0776646053110222,289.7,30.3,0.2,2
54,2010,114.2,0.7,0.3,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Virginia,0,0,1.0776646053110222,301.3,34.7,0,1.2
54,2011,131.3,0.4,0.2,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Virginia,0,48,1.0776646053110222,328.8,49.7,0,1.9
54,2012,151,0.7,0.4,8.1,WV,15,1,9,1,6,1,NA,NA,6,3,5,2,NA,NA,0,0,8,1,NA,NA,West Virginia,1,63,1.0776646053110222,362.3,46.6,0.2,1.9
54,2013,165.3,1.2,0.8,7.7,WV,24,2,16,2,9,1,3,1,4,2,5,2,12,5,0,0,12,1,NA,NA,West Virginia,1,65,1.0776646053110222,386.4,57.5,0.4,1.7
54,2014,149.2,2.4,1.5,8.6,WV,33,2,23,3,10,1,5,2,8,4,10,4,7,3,3,6,22,1,NA,NA,West Virginia,1,70,1.0776646053110222,358.6,49.3,0.6,1.9
54,2015,165.7,4.7,2.8,7.4,WV,74,5,66,9,9,1,12,4,25,11,19,8,14,6,4,7,70,5,NA,NA,West Virginia,1,67,1.0776646053110222,370.4,39.2,1,1.7
54,2016,164.6,4.7,2.9,7.1,WV,142,9,132,17,11,1,15,6,52,24,36,16,25,10,5,9,131,9,NA,NA,West Virginia,1,98,1.0776646053110222,359.8,45.6,1.1,1.6
54,2017,151.8,4.6,3.4,8.8,WV,281,18,249,33,32,4,52,20,96,44,53,24,50,21,11,21,258,18,8,36,West Virginia,1,75,1.0776646053110222,302.4,67.4,2.3,1.4
54,2018,137,5.1,3.6,9.1,WV,405,26,367,48,38,5,61,23,154,72,93,43,66,28,30,56,362,25,12,52,West Virginia,1,52,1.0776646053110222,260.6,59.5,2.1,2.9
55,2008,204.1,1.8,1.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wisconsin,0,NA,1.4460495283018868,538,132.3,0.5,2.1
55,2009,204.3,1.2,0.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wisconsin,0,NA,1.4460495283018868,529.2,109.5,0.4,2.6
55,2010,232.7,1.5,0.9,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wisconsin,0,18,1.4460495283018868,581.1,110.4,0.2,1.9
55,2011,254.3,2.1,1.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wisconsin,0,36,1.4460495283018868,605.6,101.2,0.2,1.9
55,2012,246.4,2.8,1.6,7.3,WI,76,2,42,2,35,1,14,1,8,1,28,4,15,2,NA,NA,64,2,3,1,Wisconsin,1,56,1.4460495283018868,580.8,91.7,0.4,1.8
55,2013,249.7,3,1.7,8.6,WI,97,2,53,2,43,2,19,2,33,5,15,2,23,3,9,3,62,2,6,2,Wisconsin,1,54,1.4460495283018868,569.6,85,0.3,1.6
55,2014,247.7,2.8,1.5,7.8,WI,178,4,141,6,37,2,19,2,72,10,49,7,25,3,6,2,146,4,13,5,Wisconsin,1,51,1.4460495283018868,555,70.7,0.2,1.2
55,2015,269,2.8,1.4,8.3,WI,417,9,388,16,30,1,67,7,135,19,94,14,103,13,27,10,334,8,44,17,Wisconsin,1,51,1.4460495283018868,575,88.3,0,1.1
55,2016,295.7,4.4,2.3,8.1,WI,877,18,808,34,71,3,143,15,314,43,192,28,165,21,48,17,696,17,106,39,Wisconsin,1,50,1.4460495283018868,633.3,109.9,0.2,1.3
55,2017,314.6,5.6,3,9.1,WI,1235,25,1161,48,74,3,190,20,457,62,273,39,205,27,83,29,984,24,127,45,Wisconsin,1,47,1.4460495283018868,641.3,127,0.4,1.6
55,2018,324.9,4.6,2.6,7.4,WI,1725,35,1617,67,109,4,310,34,673,91,339,48,261,35,126,44,1404,34,160,54,Wisconsin,1,43,1.4460495283018868,638,125.8,0.6,1
56,2008,207.8,0.4,0.6,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wyoming,0,NA,1.3731825525040386,386.4,27.1,0.8,2.8
56,2009,279.7,0.7,0.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wyoming,0,NA,1.3731825525040386,444.7,16.5,0.4,1.4
56,2010,280.8,0,0,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wyoming,0,0,1.3731825525040386,471.6,6.9,0,1.3
56,2011,253.7,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wyoming,0,46,1.3731825525040386,488.1,9,0,0.9
56,2012,207.3,1.4,0.7,2.5,WY,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,Wyoming,1,44,1.3731825525040386,529,6.7,0,0.4
56,2013,207.6,0.3,0.2,5.7,WY,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,Wyoming,1,47,1.3731825525040386,486.9,13.7,0,0.8
56,2014,208.1,1.3,0.7,3.3,WY,19,4,19,8,0,0,NA,NA,11,13,7,10,0,0,NA,NA,13,3,NA,NA,Wyoming,1,63,1.3731825525040386,474.2,21.4,0,0.8
56,2015,214.9,1.3,0.9,6.1,WY,15,3,13,5,3,1,NA,NA,4,5,5,7,NA,NA,NA,NA,7,2,0,0,Wyoming,1,64,1.3731825525040386,484.3,30,0.3,0.8
56,2016,235.9,2,1.2,7.3,WY,38,8,34,14,5,2,9,10,10,12,8,11,6,9,NA,NA,26,6,NA,NA,Wyoming,1,64,1.3731825525040386,474.4,42,0.3,0.8
56,2017,251,1.4,0.7,3.7,WY,46,10,41,17,5,2,6,7,15,19,8,11,7,11,3,57,23,6,0,0,Wyoming,1,61,1.3731825525040386,493.2,79,0,0.4
56,2018,253.8,6.1,4,4.5,WY,67,14,60,25,8,3,11,12,26,33,10,14,8,12,6,113,42,10,0,0,Wyoming,1,45,1.3731825525040386,501.9,55.8,1.8,0.4
