fips,year,chlamydia_rate,gonorrhea_rate,syphilis_rate,hiv_rate,state_abbrev,prep_users,prep_rate,male_prep_users,male_prep_rate,female_prep_users,female_prep_rate,age_le24_users,age_le24_rate,age_2534_users,age_2534_rate,age_3544_users,age_3544_rate,age_4554_users,age_4554_rate,black_prep_users,black_prep_rate,white_prep_users,white_prep_rate,hispanic_prep_users,hispanic_prep_rate,state,post_prep,grindr_index,male_ssp_share,chlamydia_rate_f,gonorrhea_rate_f,syphilis_rate_f,hiv_rate_f
27,2012,203.3,4.2,2.2,11.4,MN,143,3,76,3,64,3,31,4,36,5,32,5,28,4,13,6,105,3,NA,NA,Minnesota,1,54,1.6187254156077504,464.5,61.9,0.3,2.7
27,2013,215.3,6.6,3.6,10.3,MN,220,5,141,6,78,3,44,5,72,10,47,7,34,4,13,6,172,5,16,9,Minnesota,1,48,1.6187254156077504,475.5,74.8,0.4,3.3
27,2014,236.7,8.7,4.7,10.5,MN,533,12,424,19,106,5,76,9,205,27,128,19,93,12,68,29,418,11,20,10,Minnesota,1,51,1.6187254156077504,491.9,65.7,0.8,2.9
27,2015,261.2,7.6,4.5,9.8,MN,1115,24,1011,45,91,4,151,17,398,53,309,46,179,24,103,43,916,24,43,21,Minnesota,1,50,1.6187254156077504,512.2,60.8,1.4,3
27,2016,280.2,9.7,5.5,9.8,MN,1753,38,1619,71,124,5,223,26,679,91,444,65,282,39,153,61,1461,38,64,31,Minnesota,1,50,1.6187254156077504,539.6,79.8,1.3,2.8
27,2017,295.3,9.1,5.2,9,MN,2391,52,2232,97,150,6,331,38,930,123,591,85,358,50,196,75,1997,52,104,48,Minnesota,1,44,1.6187254156077504,548.8,105.2,1.4,3
27,2018,305.4,8.9,5.2,9.3,MN,3301,71,3071,133,206,9,482,56,1368,180,737,104,467,68,281,103,2750,72,128,57,Minnesota,1,40,1.6187254156077504,533.8,118.9,1.6,2.8
28,2008,345.7,8.3,6.3,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi,0,NA,1.322567172490603,1078.7,287.9,4.4,12.7
28,2009,402.5,11.5,8,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi,0,NA,1.322567172490603,1173.8,285.4,4.8,11.4
28,2010,378.3,11,7.7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi,0,43,1.322567172490603,1044.8,235.8,4.5,8.7
28,2011,381.3,10.1,6.4,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi,0,53,1.322567172490603,1025,218.4,2.9,10.4
28,2012,433.3,8,5,29.8,MS,38,2,21,2,17,1,6,1,9,2,10,3,6,1,14,2,17,1,NA,NA,Mississippi,1,73,1.322567172490603,1093.2,249.9,2.2,7.1
28,2013,329.6,4.1,2.6,30.2,MS,24,1,16,1,9,1,7,1,6,2,3,1,7,2,12,1,10,1,NA,NA,Mississippi,1,63,1.322567172490603,825.1,177.4,1.2,8.8
28,2014,384.8,11.8,6.3,30.2,MS,62,3,44,4,18,1,20,4,16,4,20,5,10,3,19,2,34,2,NA,NA,Mississippi,1,59,1.322567172490603,910.7,194.2,1.1,8.5
28,2015,346.1,12.9,7.3,33.3,MS,151,6,118,10,34,3,42,8,47,12,36,10,27,7,44,5,102,7,NA,NA,Mississippi,1,49,1.322567172490603,801.7,203.5,2.1,8.3
28,2016,410.9,18.5,10.9,27.2,MS,267,11,230,19,36,3,56,11,92,23,58,16,35,9,101,11,166,11,NA,NA,Mississippi,1,58,1.322567172490603,917.9,238.2,3.8,7.5
28,2017,438.9,15.3,10.4,27,MS,441,18,386,32,53,4,88,18,184,47,74,20,68,18,202,22,236,16,6,9,Mississippi,1,52,1.322567172490603,957.9,296.5,5.7,8.1
28,2018,465.1,21.6,15.6,31.2,MS,599,24,513,43,86,7,115,23,244,62,104,28,82,22,227,25,365,25,10,14,Mississippi,1,47,1.322567172490603,998,318.3,9.9,8.2
29,2008,230.3,6.7,3.8,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missouri,0,NA,1.4472237700103912,595.4,149.3,1,4
29,2009,240.7,5.4,2.9,17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missouri,0,NA,1.4472237700103912,615.9,117.3,0.5,3.5
29,2010,244.5,5.1,2.5,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missouri,0,21,1.4472237700103912,616.8,129.2,0.1,4.1
29,2011,264.5,4.4,2.3,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missouri,0,40,1.4472237700103912,655.6,136.9,0.2,3
29,2012,274,4.9,2.6,18,MO,54,1,36,1,18,1,7,1,17,2,17,2,6,1,9,2,35,1,4,2,Missouri,1,59,1.4472237700103912,642.8,137,0.4,3.3
29,2013,270.9,7.8,4.2,15.7,MO,100,2,71,3,29,1,8,1,33,4,36,5,16,2,14,2,73,2,6,4,Missouri,1,57,1.4472237700103912,627.1,128.1,0.6,2.9
29,2014,283.8,10.7,5.8,15.7,MO,231,5,183,7,48,2,38,4,75,9,51,7,48,6,32,6,177,4,11,6,Missouri,1,60,1.4472237700103912,633.6,117.3,1.1,2.9
29,2015,302.8,8.5,5.1,15.6,MO,622,12,535,22,84,3,91,9,184,23,158,22,143,18,100,18,457,11,32,18,Missouri,1,47,1.4472237700103912,644.4,135.4,1.7,2.8
29,2016,337.6,11.2,6.6,16.4,MO,1161,23,1046,42,113,4,153,16,395,49,270,37,239,30,168,29,892,22,63,35,Missouri,1,64,1.4472237700103912,669.7,168.7,2.1,3.8
29,2017,366.4,13.8,8.3,16.1,MO,1748,34,1616,65,129,5,240,25,651,79,360,49,336,44,252,44,1384,33,79,42,Missouri,1,46,1.4472237700103912,698,192.9,3,3.8
29,2018,397.4,21.5,13.2,14.6,MO,2555,50,2407,96,143,5,356,37,1022,124,524,70,426,57,365,63,2007,48,120,62,Missouri,1,41,1.4472237700103912,731.1,218.3,5.2,3.1
30,2008,178.4,1.2,0.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montana,0,NA,1.680231031766868,461.3,19.1,0.2,1.2
30,2009,174.3,0.8,0.4,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montana,0,NA,1.680231031766868,439.1,9.5,0,0.5
30,2010,178.6,0.6,0.3,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montana,0,0,1.680231031766868,444.6,11.3,0,0.7
30,2011,203,1.2,0.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montana,0,21,1.680231031766868,481,10.3,0.2,1
30,2012,232.5,0.4,0.2,3.8,MT,9,1,6,1,3,1,NA,NA,3,2,NA,NA,4,3,NA,NA,7,1,NA,NA,Montana,1,58,1.680231031766868,531.2,11.6,0,0.9
30,2013,219.1,0.8,0.5,4.7,MT,12,1,7,2,5,1,NA,NA,NA,NA,7,6,NA,NA,NA,NA,8,1,NA,NA,Montana,1,63,1.680231031766868,535.7,25.2,0.2,0.5
30,2014,255.7,1.2,0.8,2.6,MT,15,2,10,2,5,1,NA,NA,5,4,5,4,4,3,NA,NA,9,1,NA,NA,Montana,1,64,1.680231031766868,566.6,43.5,0.4,0.7
30,2015,258,2.3,1.3,3.9,MT,36,4,28,6,8,2,4,2,12,9,8,7,8,6,NA,NA,26,3,8,30,Montana,1,47,1.680231031766868,556.1,90.3,0.2,0.2
30,2016,277.5,2.5,1.3,4.3,MT,71,8,66,15,6,1,9,6,29,22,14,12,13,10,NA,NA,63,8,5,18,Montana,1,67,1.680231031766868,573.1,95.4,0.2,0.2
30,2017,288.4,7.4,4.6,6.3,MT,111,13,101,23,11,2,16,10,45,33,28,23,11,9,NA,NA,93,12,10,34,Montana,1,61,1.680231031766868,579.7,81.7,1.7,0.5
30,2018,320.3,6.6,4.2,4.7,MT,174,19,151,34,22,5,22,14,71,52,44,35,18,15,NA,NA,156,20,11,36,Montana,1,50,1.680231031766868,608.6,121.1,1.9,0.7
31,2008,163.2,1.4,0.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nebraska,0,NA,1.5919643703212356,459.7,99.3,0.3,3.5
31,2009,173.8,0.6,0.3,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nebraska,0,NA,1.5919643703212356,429.8,90.9,0,5.1
31,2010,170.5,1,0.7,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nebraska,0,0,1.5919643703212356,386.5,73.3,0.3,3.2
31,2011,217.4,1,0.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nebraska,0,33,1.5919643703212356,516.2,88.8,0.1,1.3
31,2012,227.3,0.8,0.4,9.1,NE,20,1,11,1,10,1,6,2,6,2,6,3,NA,NA,3,5,8,1,3,2,Nebraska,1,50,1.5919643703212356,496.4,84.1,0.1,1.6
31,2013,236.6,4,2.2,8.6,NE,25,2,12,2,13,2,NA,NA,8,3,11,5,4,2,NA,NA,18,1,4,3,Nebraska,1,44,1.5919643703212356,527.6,74,0.4,1.9
31,2014,251.8,4.9,2.7,10.1,NE,42,3,35,5,8,1,4,1,15,6,18,8,8,3,8,12,31,2,NA,NA,Nebraska,1,58,1.5919643703212356,541.6,81.6,0.4,1.3
31,2015,268.5,4.5,2.4,9,NE,115,7,99,13,16,2,13,4,49,19,33,15,16,7,5,7,101,8,7,5,Nebraska,1,54,1.5919643703212356,570.2,91.7,0.3,1.5
31,2016,278.7,6.5,3.5,7.4,NE,229,15,215,28,15,2,31,10,88,35,65,28,35,15,13,19,205,16,7,5,Nebraska,1,58,1.5919643703212356,578.7,110.5,0.5,1.8
31,2017,306.1,3.8,2.2,9.1,NE,344,22,317,41,28,4,56,17,133,52,81,35,58,26,22,31,299,23,18,12,Nebraska,1,46,1.5919643703212356,589.8,133.9,0.7,1.9
31,2018,290.1,10.9,6.2,8.9,NE,470,30,438,56,31,4,78,24,184,72,101,42,81,37,35,48,405,32,27,18,Nebraska,1,43,1.5919643703212356,542.7,135,1.5,0.9
32,2008,190.5,4.7,2.9,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevada,0,NA,2.724226467644371,557.2,79.1,1.1,5.8
32,2009,217.8,6.2,3.4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevada,0,NA,2.724226467644371,550,63.9,0.5,5.6
32,2010,202.9,9,4.8,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevada,0,54,2.724226467644371,515.4,62,0.5,5.5
32,2011,240.5,9.4,5,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevada,0,73,2.724226467644371,536.4,65.4,0.5,4.7
32,2012,253.7,7.9,4.1,28.1,NV,52,2,37,3,15,1,8,2,17,4,11,3,10,3,7,4,31,2,3,1,Nevada,1,80,2.724226467644371,560.4,72.1,0.3,4.1
32,2013,256.9,13.7,7.4,32.2,NV,81,4,60,5,21,2,6,1,29,7,20,5,14,4,6,3,42,3,24,4,Nevada,1,74,2.724226467644371,593.6,87.3,1,5
32,2014,267.2,23.6,12.7,31.9,NV,112,5,85,7,30,3,15,3,34,8,31,8,19,5,6,3,69,5,25,4,Nevada,1,74,2.724226467644371,573.9,92.4,1.6,4.5
32,2015,288.3,21.7,11.7,34.9,NV,324,14,285,24,39,3,34,8,128,31,72,19,57,15,15,8,209,16,77,13,Nevada,1,81,2.724226467644371,612.8,98.3,1.6,5.1
32,2016,326.1,26.9,15.2,36,NV,647,27,579,48,70,6,61,14,239,56,175,45,125,32,41,20,411,32,159,25,Nevada,1,88,2.724226467644371,678,110.9,3.4,5.8
32,2017,385.2,34.4,19.8,35.2,NV,951,38,874,71,79,6,92,21,356,82,257,66,171,44,62,29,622,48,206,32,Nevada,1,74,2.724226467644371,707.8,133.3,5.1,4.8
32,2018,420.2,37.1,22.5,34.4,NV,1389,55,1272,101,117,9,160,36,527,119,355,88,242,61,87,39,899,69,314,47,Nevada,1,63,2.724226467644371,732.8,164.2,7.9,4.8
33,2008,86,3.1,1.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,0,NA,1.3840391086280237,231.5,7.3,0,1.8
33,2009,85.8,2.1,1.1,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,0,NA,1.3840391086280237,230.4,8.1,0,1.4
33,2010,100.7,3.2,1.7,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,0,0,1.3840391086280237,271,8.8,0.1,0.9
33,2011,126.8,2.6,1.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,0,40,1.3840391086280237,326.5,8.8,0.1,1.2
33,2012,141.1,5.5,2.7,6.3,NH,25,2,6,1,20,3,5,2,9,6,9,5,3,1,NA,NA,25,2,NA,NA,New Hampshire,1,58,1.3840391086280237,320.6,9.1,0,1.9
33,2013,142.3,4.1,2.1,5,NH,29,3,21,4,8,1,4,2,11,7,5,3,5,2,NA,NA,30,3,NA,NA,New Hampshire,1,56,1.3840391086280237,325.7,7.7,0.1,1.4
33,2014,171.4,4.9,2.7,5.8,NH,42,4,41,7,NA,NA,3,1,10,6,12,8,13,6,NA,NA,37,3,4,12,New Hampshire,1,61,1.3840391086280237,363.7,13.5,0.6,1.2
33,2015,152.1,5.6,3,4,NH,114,10,107,19,7,1,14,7,41,26,34,22,21,10,NA,NA,109,10,3,9,New Hampshire,1,60,1.3840391086280237,309.5,9.6,0.4,0.3
33,2016,173,5.4,3,4.5,NH,235,20,217,38,18,3,43,20,81,50,56,36,42,21,3,21,224,21,7,19,New Hampshire,1,68,1.3840391086280237,341.8,19.5,0.6,2.2
33,2017,223.7,5.8,3.2,4.2,NH,325,28,306,53,19,3,47,23,109,66,77,50,57,29,NA,NA,310,29,12,31,New Hampshire,1,57,1.3840391086280237,428.3,26.3,0.6,1.3
33,2018,187.7,9.1,4.7,5.2,NH,502,43,477,82,24,4,75,37,192,114,102,66,77,41,7,45,476,45,12,30,New Hampshire,1,50,1.3840391086280237,362.4,27,0.4,1.3
34,2008,103.3,4.8,2.6,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,0,NA,1.495009556169038,408.3,63.8,0.5,11
34,2009,121.8,4.4,2.4,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,0,NA,1.495009556169038,424,55,0.6,10.4
34,2010,137.1,5.3,2.8,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,0,30,1.495009556169038,445.7,69,0.4,9.7
34,2011,144.9,5.1,2.6,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,0,53,1.495009556169038,439.2,86.5,0.3,8
34,2012,161.4,4.9,2.6,26.2,NJ,294,4,146,4,148,4,41,3,91,8,59,5,56,4,48,5,157,4,40,3,New Jersey,1,65,1.495009556169038,446.2,83.8,0.4,8.4
34,2013,173.1,5.1,2.6,24.6,NJ,333,4,185,5,149,4,36,3,104,9,76,6,72,5,44,5,202,5,54,4,New Jersey,1,61,1.495009556169038,457.7,76.8,0.3,7.8
34,2014,191.3,6.5,3.4,25.4,NJ,507,7,379,11,126,3,71,5,184,16,109,9,82,6,78,8,274,6,110,8,New Jersey,1,62,1.495009556169038,474.7,67.9,0.4,8
34,2015,208.6,8,4.2,24.7,NJ,1232,17,1087,30,143,4,184,14,470,42,304,27,195,15,120,13,793,18,239,18,New Jersey,1,57,1.495009556169038,490.4,68.5,0.6,7.3
34,2016,241,10.3,5.3,24.7,NJ,2247,30,2041,56,198,5,287,21,877,78,545,48,371,29,242,25,1414,33,440,32,New Jersey,1,60,1.495009556169038,529,73.5,0.5,7.3
34,2017,261.9,10.7,5.6,22.6,NJ,3428,46,3128,86,298,8,506,38,1365,120,821,73,502,40,382,40,2137,50,722,51,New Jersey,1,52,1.495009556169038,523.7,82.1,0.7,6.8
34,2018,272.2,11.8,6.4,21.3,NJ,4682,62,4289,118,391,10,711,54,1926,168,1071,94,634,51,601,62,2777,65,1021,71,New Jersey,1,45,1.495009556169038,543.1,75.8,1.3,5.6
35,2008,231.4,3.9,2.2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Mexico,0,NA,1.6612943218447809,697.1,78.1,0.6,2.2
35,2009,251.4,5.5,3,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Mexico,0,NA,1.6612943218447809,689.9,56.3,0.6,3.1
35,2010,292.7,4.9,2.6,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Mexico,0,0,1.6612943218447809,834.8,58.4,0.3,2.4
35,2011,297,6.7,3.4,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Mexico,0,32,1.6612943218447809,789.6,87.9,0.2,2.3
35,2012,307,8.9,4.8,12.6,NM,35,2,27,3,9,1,5,1,9,3,4,2,12,4,5,16,11,1,18,2,New Mexico,1,68,1.6612943218447809,827.2,81.3,0.9,1.1
35,2013,309.8,5.6,3.7,14.4,NM,44,3,32,4,13,1,14,4,11,4,6,2,9,3,3,10,15,2,19,2,New Mexico,1,71,1.6612943218447809,855,77.9,1.9,2.1
35,2014,304.2,10.8,6,13.5,NM,89,5,74,9,15,2,5,1,27,10,19,8,27,10,NA,NA,62,9,22,3,New Mexico,1,77,1.6612943218447809,795.9,91.1,1.3,2.1
35,2015,328.7,10.3,5.6,15,NM,174,10,161,19,12,1,17,5,49,17,36,15,50,19,NA,NA,122,17,36,5,New Mexico,1,74,1.6612943218447809,874.7,103,1,0.9
35,2016,366.4,15.6,9,15.7,NM,336,19,307,36,29,3,38,11,107,38,78,32,73,29,4,12,199,28,129,16,New Mexico,1,97,1.6612943218447809,881.2,146,2.6,1.9
35,2017,408.4,16.8,9.2,14.7,NM,602,35,569,66,31,4,83,24,212,75,136,55,102,41,7,22,321,46,250,31,New Mexico,1,74,1.6612943218447809,883,196.2,1.8,2.1
35,2018,416.5,24.9,14.5,15,NM,797,46,763,89,34,4,109,32,286,101,168,67,135,56,5,15,426,61,352,43,New Mexico,1,58,1.6612943218447809,915.9,221.6,4.4,2.4
36,2008,285.9,12.3,6.3,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,0,NA,1.8789744199763083,612.7,83.5,0.5,13.9
36,2009,296.5,11.9,6.1,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,0,NA,1.8789744199763083,637.4,79.1,0.5,12.2
36,2010,332.6,11.2,5.7,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,0,49,1.8789744199763083,686.2,87.1,0.5,11.1
36,2011,340.2,11.1,5.6,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,0,92,1.8789744199763083,700.7,96.6,0.4,10.4
36,2012,338.9,12.4,6.3,34.4,NY,614,4,429,5,185,2,59,2,189,7,149,6,128,5,92,4,348,4,104,4,New York,1,100,1.8789744199763083,677.4,99.3,0.4,8.8
36,2013,328.7,14.8,7.4,32.4,NY,890,5,636,8,254,3,99,3,273,10,229,9,175,6,157,7,500,5,168,6,New York,1,93,1.8789744199763083,637.5,79.3,0.4,7.5
36,2014,352.9,17.6,8.8,32.7,NY,3037,18,2730,34,303,4,298,9,1355,48,765,31,434,16,367,15,2005,21,496,17,New York,1,87,1.8789744199763083,643.3,69.9,0.5,7.9
36,2015,391.7,20.3,10.2,30.5,NY,8490,51,7837,98,652,8,953,31,3782,133,2110,86,1181,43,1196,50,5561,58,1337,46,New York,1,76,1.8789744199763083,653.8,84.9,0.6,7
36,2016,437.8,24.3,12.5,28.2,NY,15503,93,14284,178,1215,14,1789,59,6978,243,3776,155,2017,75,2245,93,9956,104,2481,84,New York,1,91,1.8789744199763083,669.1,86.2,1.1,6.8
36,2017,487.3,23.3,12,27.4,NY,22389,135,20628,258,1760,20,2758,93,10053,350,5335,220,2842,108,3412,142,14232,149,3576,120,New York,1,74,1.8789744199763083,698.3,95.7,1.2,6.5
36,2018,518.5,26.2,13.6,24.6,NY,29781,179,27477,344,2297,27,3560,121,13654,475,7080,292,3565,140,4599,192,18550,196,5049,168,New York,1,59,1.8789744199763083,700.2,101.6,1.7,5.8
37,2008,147.2,5.4,3.1,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,0,NA,1.9351795267655163,652.1,188.6,0.9,10.4
37,2009,170.1,10.3,6.2,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,0,NA,1.9351795267655163,691.6,164.9,2.3,9.8
37,2010,171.9,7.3,4.1,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,0,22,1.9351795267655163,689.9,169.5,1.1,8.5
37,2011,246.2,8.5,4.5,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,0,45,1.9351795267655163,868.3,203.5,0.6,7.8
37,2012,239.1,6.5,3.6,24,NC,212,3,111,3,89,2,33,2,44,3,52,4,52,4,69,4,130,2,NA,NA,North Carolina,1,61,1.9351795267655163,782.8,161.9,0.7,6.5
37,2013,234.7,7.7,4.1,25.6,NC,190,2,108,3,71,2,26,2,50,4,48,4,46,3,59,3,108,2,5,1,North Carolina,1,53,1.9351795267655163,735.7,149.5,0.7,5.8
37,2014,240.7,13.8,7.4,25.8,NC,326,4,253,6,73,2,42,3,90,7,98,8,65,5,85,5,204,4,14,2,North Carolina,1,50,1.9351795267655163,696.3,152.2,1.3,6.1
37,2015,352,22.2,11.9,26.4,NC,823,10,719,18,106,2,117,7,281,21,202,16,163,12,224,13,524,9,41,6,North Carolina,1,51,1.9351795267655163,916.6,195.5,2.2,5.9
37,2016,342.2,19.7,10.7,27.3,NC,1656,19,1489,36,166,4,212,13,634,47,351,27,328,24,424,23,1063,19,122,19,North Carolina,1,52,1.9351795267655163,788.4,182.8,2.1,5.7
37,2017,386.1,20.2,11.1,25,NC,2516,29,2300,55,217,5,314,19,956,70,524,41,471,34,667,36,1648,29,134,20,North Carolina,1,43,1.9351795267655163,826.8,208.9,2.4,5.6
37,2018,417.9,18.6,10.6,22.4,NC,4016,46,3689,88,327,7,578,35,1616,116,813,63,643,47,1136,61,2609,46,216,30,North Carolina,1,37,1.9351795267655163,852.5,215.3,3,5.2
38,2008,195.3,0,0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota,0,NA,1.3942487240134445,405.4,29.2,0,0.4
38,2009,201.3,0.9,0.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota,0,NA,1.3942487240134445,404.1,27.4,0.3,0.4
38,2010,241,0.6,0.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota,0,0,1.3942487240134445,472.7,42,0.3,1.8
38,2011,242.2,0.3,0.1,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota,0,32,1.3942487240134445,474.2,44.1,0,0.7
38,2012,283.4,1.1,0.6,2,ND,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota,1,65,1.3942487240134445,550.5,60,0,1
38,2013,273.8,3,1.7,4.9,ND,7,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota,1,49,1.3942487240134445,544.1,85.2,0.3,1.4
38,2014,330.7,2.1,1.8,5.4,ND,13,2,11,4,NA,NA,NA,NA,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota,1,72,1.3942487240134445,612.2,107,1.4,1
38,2015,292.1,2.8,1.5,4.4,ND,31,5,28,9,3,1,8,6,9,8,13,15,NA,NA,NA,NA,23,4,NA,NA,North Dakota,1,72,1.3942487240134445,552.8,102.2,0,2
38,2016,327.6,7.8,4.4,8.1,ND,54,9,50,16,NA,NA,13,10,15,13,13,15,9,11,NA,NA,49,9,NA,NA,North Dakota,1,61,1.3942487240134445,595.2,140.4,0.8,5.9
38,2017,297.7,10.1,5.8,10,ND,83,13,71,22,7,2,12,9,30,26,28,32,11,13,3,18,70,13,NA,NA,North Dakota,1,49,1.3942487240134445,577.6,143.4,1.4,2.3
38,2018,314.9,8,5.4,6.9,ND,133,21,118,37,6,2,21,16,51,45,41,45,16,20,9,50,122,23,NA,NA,North Dakota,1,45,1.3942487240134445,622.4,191.3,2.7,4.6
39,2008,192.7,5.1,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,0,NA,1.4419140613154624,593.8,165.9,1.1,4.3
39,2009,194.8,5.3,3.1,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ohio,0,NA,1.4419140613154624,622.7,165.6,1.1,4.5
